ve	vE
kırlarda	kurlarda
kırsalda	kursalda
kırtasiye	kurtasiyE
kısımlarıdır	kusumlarudur
kısımı	kusumu
kıtalarda	kutalarda
kıtlığa	kutluua
kıvamında	kuvamunda
kıvrılan	kuvrulan
kıyım	kuyum
kızkardeşini	kuzkardeSini
kızlarda	kuzlarda
kışlada	kuSlada
kışların	kuSlarun
lahdin	lahdin
laktoz	laktoz
lambasının	lambasunun
lanetin	lanetin
larında	larunda
lavabo	lavabo
lehim	lehim
lehte	lEhtE
lenslerin	lEnslerin
lepton	lEpton
level	levEl
levhadan	lEvhadan
leş	lES
liberalizmi	liberalizmi
liderlere	lidErlerE
liflerinin	liflerinin
lipaz	lipaz
lir	lir
lisesidir	lisesidir
listelerinden	listelerindEn
loblu	loblu
lojman	loZman
loplu	loplu
lordlar	lordlar
maceraların	majeralarun
macerasının	majerasunun
macerayı	majerayu
madenlerinden	madEnlerindEn
magmanın	magmanun
mahiyeti	mahiyeti
mahkûmiyeti	mahkumiyeti
makamlarınca	makamlarunja
makinalarında	makinalarunda
makinaya	makinaya
makinelerle	makinelErlE
makineleşme	makinelESmE
makineyle	makinEylE
maldan	maldan
maliyetlidir	maliyEtlidir
maltı	maltu
malzemede	malzemedE
malzemelerine	malzemelerinE
malzemesinden	malzemesindEn
malıdır	maludur
manav	manav
mangrov	mangrov
manyak	manyak
margarin	margarin
marifetiyle	marifetiylE
marketlerdeki	markEtlErdeki
martı	martu
maruziyeti	maruziyeti
masalsı	masalsu
matematikle	matematiklE
matematikçileri	matematikCileri
materyalinin	matEryalinin
materyalizm	matEryalizm
mavili	mavili
mavnalar	mavnalar
mağaradır	maradur
mağaralara	maralara
mağarasında	marasunda
mecaz	mejaz
meclislerine	mEjlislerinE
medreselerin	mEdreselerin
mekanıdır	mekanudur
mekanında	mekanunda
melodiye	melodiyE
membranlar	mEmbranlar
memurudur	memurudur
menfaati	mEnfaati
mensupturlar	mEnsupturlar
mercekleri	mErjEkleri
merci	mErji
mercii	mErjii
mermilerden	mErmilErdEn
meseleye	meseleyE
mesih	mesih
mesleklerini	mEslEklerini
metallerden	metallErdEn
metallere	metallerE
metanol	metanol
methiye	mEthiyE
mevzilerinde	mEvzilerindE
mevzuata	mEvzuata
meydanlar	mEydanlar
meydanlara	mEydanlara
meydanındaki	mEydanundaki
meyhane	mEyhanE
meyvedir	mEyvedir
mezarlarına	mezarlaruna
mezarlıktır	mezarluktur
meşruluğunu	mESrulunu
mikroorganizmaları	mikroorganizmalaru
miktarlarının	miktarlarunun
miktarındaki	miktarundaki
milislerin	milislerin
militanlarının	militanlarunun
milliyeti	milliyeti
milliyetçiliğine	milliyEtCiliyinE
mimarlığın	mimarluuun
minberi	minberi
mineraloji	mineraloZi
minibüsler	minibeslEr
misali	misali
misyonlar	misyonlar
mitinginde	mitinTindE
mizahla	mizahla
mizansen	mizansEn
mizaçlı	mizaClu
mobile	mobilE
modacı	modaju
modifikasyonu	modifikasyonu
modlarında	modlarunda
modun	modun
modülüne	modilinE
moleküllerini	molekellerini
momentleri	momEntleri
moren	morEn
motosikletler	motosiklEtlEr
mtDNA	mEtE dna
muavini	muavini
muhafızlarını	muhafuzlarunu
muharebelerden	muharebelErdEn
muska	muska
mutlulukla	mutlulukla
mutluluğa	mutlulua
mübadelesi	mibadelesi
mübah	mibah
müdahaleci	midahaleji
müdahalelerle	midahalelErlE
müdahalesinden	midahalesindEn
müezzin	miEzzin
mükafatlandırıldı	mikafatlanduruldu
mükemmeldi	mikEmmEldi
münasebetleri	minasebEtleri
müsabakanın	misabakanun
müstesna	mestEsna
müttefiklerinden	mitefiklerindEn
müzikaller	mizikallEr
müziklerden	miziklErdEn
müzisyenlik	mizisyEnlik
nakletmek	naklEtmEk
namazına	namazuna
namı	namu
nanoteknolojinin	nanotEknoloZinin
national	national
nazire	nazirE
nedenledir	nedEnledir
nefsi	nEfsi
nehirlere	nehirlerE
nekropol	nEkropol
nekrotik	nEkrotik
nesnelerdir	nEsnelErdir
nesnelerini	nEsnelerini
nevroz	nEvroz
nihilist	nihilist
ninesi	ninesi
nispetle	nispEtlE
nitelenmiştir	nitelEnmiStir
nişanın	niSanun
noktalardır	noktalardur
noktalarındaki	noktalarundaki
noktasıyla	noktasuyla
normlarına	normlaruna
nostalji	nostalZi
notaların	notalarun
notanın	notanun
notasyon	notasyon
novo	novo
numaradaki	numaradaki
numaralarının	numaralarunun
numunelerin	numunelerin
née	neE
nüfuza	nifuza
nükleosentez	nekleosEntEz
obalar	obalar
oblastı	oblastu
ocağından	ojaundan
ocağını	ojaunu
odaklandığını	odaklanduuunu
odaklanmasına	odaklanmasuna
odağını	odaunu
offshore	offshorE
okaliptüs	okaliptes
oklarını	oklarunu
okullarındaki	okullarundaki
okumalar	okumalar
okunarak	okunarak
okutulmuştur	okutulmuStur
okuyanlar	okuyanlar
olabilmekte	olabilmEktE
olamama	olamama
olamasa	olamasa
olamayacaktır	olamayajaktur
olasılığından	olasuluuundan
olaylardaki	olaylardaki
olduğunuzu	oldunuzu
olmamaya	olmamaya
olmasi	olmasi
olmayanı	olmayanu
olmuşken	olmuSTEn
olsam	olsam
olsaydım	olsaydum
olunursa	olunursa
oluşabileceği	oluSabilejeyi
oluşabilirler	oluSabilirlEr
oluşsa	oluSsa
oluşturduğunda	oluSturdunda
oluşturulmasından	oluSturulmasundan
oluştuğundan	oluStundan
omurgalılarda	omurgalularda
omuriliğin	omuriliyin
omzunda	omzunda
onarıma	onaruma
onaylama	onaylama
onaylamak	onaylamak
onaylanmamış	onaylanmamuS
onaylayarak	onaylayarak
ondokuzuncu	ondokuzunju
onurlandırılan	onurlandurulan
operaevleri	operaEvleri
operatöre	operatErE
oranlarıyla	oranlaruyla
oratoryo	oratoryo
orbita	orbita
orbitalleri	orbitalleri
organizasyonlarına	organizasyonlaruna
organizmalara	organizmalara
organlarıyla	organlaruyla
origami	origami
orkestralar	orkEstralar
orkestraya	orkEstraya
ormandır	ormandur
ormanında	ormanunda
orojenik	oroZenik
ortadaydı	ortadaydu
ortadoğu	ortadou
ortaklığının	ortakluuunun
orucu	oruju
osilatör	osilatEr
otellere	otEllerE
otlaklarda	otlaklarda
otobüsten	otobestEn
otomasyonu	otomasyonu
oturacak	oturajak
oturtulur	oturtulur
otururdu	otururdu
otuza	otuza
oynamadığı	oynamaduuu
oynandığında	oynanduuunda
oynardı	oynardu
oynayabilecek	oynayabilejEk
oynayacaktı	oynayajaktu
oyuncularındandır	oyunjularundandur
oyuncusunu	oyunjusunu
oyundu	oyundu
pabuç	pabuC
padişahları	padiSahlaru
panelinde	panelindE
pankreasın	pankreasun
pankreatik	pankreatik
panoya	panoya
paravan	paravan
parazitin	parazitin
parkların	parklarun
parlaklıkta	parlaklukta
parmağa	parma
parmağında	parmaunda
parçalanmasıyla	parCalanmasuyla
pasajlar	pasaZlar
pasaportun	pasaportun
patlayıcıların	patlayujularun
patlayıcılı	patlayujulu
patojenleri	patoZEnleri
patronun	patronun
paylaşmasına	paylaSmasuna
paylaşıldığı	paylaSulduuu
paylaşılmış	paylaSulmuS
pazarlanması	pazarlanmasu
pediatrik	pediatrik
peltek	pEltEk
pencerede	pEnjeredE
pençesi	pEnCesi
perakendeciler	perakEndejilEr
periskop	periskop
petek	petEk
peteği	peteyi
pilotlarının	pilotlarunun
pistler	pistlEr
piyasalara	piyasalara
plajlara	plaZlara
plajında	plaZunda
plakaların	plakalarun
planlamasına	planlamasuna
planlamasında	planlamasunda
planlamasını	planlamasunu
planlamasının	planlamasunun
planlamış	planlamuS
planlanırken	planlanurTEn
plasenta	plasEnta
playofflara	playofflara
plc	pElEjE
pnömatik	pnEmatik
polinomların	polinomlarun
politikadaki	politikadaki
politikalardan	politikalardan
polo	polo
popülaritesine	popilaritesinE
popülasyonlarda	popilasyonlarda
popülasyonunu	popilasyonunu
posterleri	postErleri
potasına	potasuna
pozol	pozol
pozu	pozu
prematüre	prematirE
prensese	prEnsesE
prensiplerin	prEnsiplerin
prenslikleri	prEnslikleri
presleme	prEslemE
pro	pro
problemidir	problemidir
prodüksiyona	prodeksiyona
prosedürün	prosediren
protokolde	protokoldE
protokollerin	protokollerin
protokolüdür	protokolider
psikiyatr	psikiyatr
psikolojiyi	psikoloZiyi
psikoloğu	psikolou
psikomotor	psikomotor
puanlarla	puanlarla
puanlarının	puanlarunun
pullarının	pullarunun
pulluk	pulluk
pusulaları	pusulalaru
putkıran	putkuran
püf	pef
püskürmesi	peskermesi
püskürtülen	peskertilEn
pınardan	punardan
que	kuE
qui	kui
radara	radara
rafinerisi	rafinerisi
rahatsızlıkların	rahatsuzluklarun
rakamsal	rakamsal
rastladığı	rastladuuu
raunt	raunt
rayların	raylarun
reaktifleri	reaktifleri
reaktörlerin	reaktErlerin
reddedenler	rededEnlEr
reddedildiği	rededildiyi
reddetmeye	redEtmeyE
reddettiğinde	redetiyindE
reformlarını	reformlarunu
reformun	reformun
reklamlara	rEklamlara
reklamın	rEklamun
rekombinant	rekombinant
remixleri	remiksleri
repertuvarını	repErtuvarunu
resifi	resifi
ressamdı	rEssamdu
restaurant	rEstaurant
restoranların	rEstoranlarun
restriksiyon	rEstriksiyon
reytingi	rEytingi
ribozom	ribozom
ringi	ringi
ringlerde	ringlErdE
ritm	ritm
riyolit	riyolit
roketlerinin	rokEtlerinin
romantizmin	romantizmin
romatoid	romatoid
rozetler	rozEtlEr
rupi	rupi
röle	rElE
rövanşında	rEvanSunda
rövanşını	rEvanSunu
rüyalarına	riyalaruna
rüzgarlarının	rezgarlarunun
rüzgârının	rezTarunun
rüşvetle	reSvEtlE
rızasını	ruzasunu
saatlerinden	saatlerindEn
saba	saba
sabitlemek	sabitlemEk
sadeliği	sadeliyi
sahanlığı	sahanluuu
sahasıdır	sahasudur
sahibesi	sahibesi
sahilinin	sahilinin
sahiller	sahillEr
sahnesindeki	sahnesindeki
sahnesiyle	sahnesiylE
sair	sair
sakatlanıp	sakatlanup
sakinlerin	sakinlerin
saklaması	saklamasu
saldırmaktadır	saldurmaktadur
saldırısıdır	saldurusudur
sallanır	sallanur
salmıştı	salmuStu
salça	salCa
salımı	salumu
salınımının	salunumunun
sanatlarından	sanatlarundan
sanatçılarını	sanatCularunu
sancağa	sanja
saniyedeki	saniyedeki
saniyelerde	saniyelErdE
sansürlü	sanserle
sapmayı	sapmayu
saptan	saptan
saptar	saptar
saraylarda	saraylarda
sarfettiği	sarfetiyi
sarkıt	sarkut
sarsmış	sarsmuS
sarsılmaz	sarsulmaz
sarsıntılar	sarsuntular
sarım	sarum
saten	satEn
satmasını	satmasunu
satrap	satrap
satıcısının	satujusunun
satılmıştı	satulmuStu
satırına	saturuna
savaşmakta	savaSmakta
savaşmaktan	savaSmaktan
savaşmaları	savaSmalaru
savaşçılarını	savaSCularunu
savcıları	savjularu
savurur	savurur
sayfalarından	sayfalarundan
sayfasındaki	sayfasundaki
sayılabilmesi	sayulabilmesi
sayılamayacak	sayulamayajak
sayılamaz	sayulamaz
sayılarak	sayularak
sayılardır	sayulardur
sayılarından	sayularundan
sayılarıyla	sayularuyla
sayımınıa	sayumunua
saçaklı	saCaklu
saçık	saCuk
sağlamlığını	salamluuunu
sağlanamaz	salanamaz
sağlanmasının	salanmasunun
sağlayabileceğini	salayabilejeyini
sağlıklarını	saluklarunu
sağın	saun
seans	seans
segmentinde	sETmEntindE
sek	sEk
sektörlerinin	sEktErlerinin
selamı	selamu
selleri	sElleri
sembolizmi	sEmbolizmi
seminerleri	seminErleri
semptomu	sEmptomu
senatoda	senatoda
senatonun	senatonun
seneliğine	seneliyinE
sent	sEnt
seramikleri	seramikleri
sergilerini	sErTilerini
sergisinin	sErTisinin
serpme	sErpmE
server	sErvEr
serüvenleri	serivEnleri
sessizdir	sEssizdir
sevdirmek	sEvdirmEk
severim	severim
sevgilileri	sEvTilileri
sevgilisidir	sEvTilisidir
sevgilisinden	sEvTilisindEn
sevmekte	sEvmEktE
seyahatin	seyahatin
seyircisine	seyirjisinE
seyircisinin	seyirjisinin
seyircisiz	seyirjisiz
seyretti	sEyreti
seçeneklerine	seCenEklerinE
seçilebilmektedir	seCilebilmEktedir
seçimleriyle	seCimleriylE
seçimli	seCimli
seçmenlere	sECmEnlerE
seçtikten	sECtiktEn
sikletteki	sikleteki
siklotron	siklotron
silahlandırılmış	silahlandurulmuS
simetrisini	simEtrisini
simetriye	simEtriyE
simgelenir	simTelenir
simgelerini	simTelerini
simyacı	simyaju
simülasyonun	similasyonun
sin	sin
sinaptik	sinaptik
sindirme	sindirmE
sinemalar	sinemalar
singleları	singlelaru
sinus	sinus
sirkülasyonu	sirkilasyonu
sistemiydi	sistemiydi
sitokinler	sitokinlEr
sivrisinekler	sivrisinEklEr
siyaseten	siyasetEn
siyasetçiydi	siyasEtCiydi
sizleri	sizleri
sokaklarını	sokaklarunu
sokarlar	sokarlar
sokağının	sokaunun
sokmaktadır	sokmaktadur
sokmuştu	sokmuStu
sonuçlanacaktır	sonuClanajaktur
sorgulanmaya	sorgulanmaya
sorulması	sorulmasu
sorumlusunun	sorumlusunun
sorunlarında	sorunlarunda
sorunsalı	sorunsalu
sosları	soslaru
sosyo	sosyo
soyadıyla	soyaduyla
soylarından	soylarundan
soğanı	soanu
spektrometrisi	spEktromEtrisi
spektroskopi	spEktroskopi
spektrumlu	spEktrumlu
spektrumunun	spEktrumunun
sporlardan	sporlardan
sporlarının	sporlarunun
squash	skuash
stadyumlar	stadyumlar
stadyumlardan	stadyumlardan
stand	stand
standartlaştırma	standartlaSturma
standı	standu
statülerini	statilerini
statüyü	statiye
stillerini	stillerini
stresin	stresin
subaraknoid	subaraknoid
subaylarını	subaylarunu
substratı	substratu
sucu	suju
sulanır	sulanur
sultanlarının	sultanlarunun
suna	suna
sunağı	sunau
sunmasına	sunmasuna
sunucularının	sunujularunun
sunulduktan	sunulduktan
surlarda	surlarda
susturmak	susturmak
sömürgeciler	sEmerTejilEr
söndü	sEnde
söylememiştir	sEylememiStir
söylemin	sEylemin
söylemiyle	sEylemiylE
söylene	sEylenE
söylenmekte	sEylEnmEktE
söylentilerini	sEylEntilerini
söyleyeceği	sEyleyejeyi
söyleyenler	sEyleyEnlEr
söyleşileri	sEyleSileri
sözcüklerini	sEzjeklerini
sözcüksel	sEzjeksEl
sözleşmelerin	sEzlESmelerin
sözlükleri	sEzlekleri
sübvansiyonları	sebvansiyonlaru
süptil	septil
süpürerek	sipirerEk
sürebilen	sirebilEn
sürenler	sirEnlEr
sürgündeyken	serTendEyTEn
sürmeleri	sermeleri
sürmemiş	sermemiS
sürmemiştir	sermemiStir
sürprizle	serprizlE
sürücülerini	sirijilerini
sürücülerinin	sirijilerinin
sürülmeden	sirelmedEn
sürülmesini	sirelmesini
sürümlerden	siremlErdEn
sürüyorlar	siriyorlar
süte	sitE
sütle	setlE
süvarilere	sivarilerE
süvarinin	sivarinin
sıfattır	sufatur
sıfırlar	sufurlar
sıklık	sukluk
sıklığının	sukluuunun
sıkılarak	sukularak
sıkılıp	sukulup
sıkıntılarla	sukuntularla
sıkıntısından	sukuntusundan
sıkıştırması	sukuSturmasu
sıkıştırılan	sukuSturulan
sıkıştırılarak	sukuSturularak
sınıflaması	sunuflamasu
sınıflandırılabilirler	sunuflandurulabilirlEr
sınırlamaya	sunurlamaya
sınırlandıran	sunurlanduran
sınırlarıyla	sunurlaruyla
sıradağ	surada
sıradağları	suradalaru
sıralarını	suralarunu
sıyrılarak	suyrularak
sızmak	suzmak
sızıp	suzup
sığmaz	suumaz
taarruzlarda	taarruzlarda
taarruzlarına	taarruzlaruna
tabakalardan	tabakalardan
tabiata	tabiata
tabiî	tabiu
tableti	tableti
tabletin	tabletin
tablolara	tablolara
taburlar	taburlar
tabyaları	tabyalaru
taciri	tajiri
tadil	tadil
tahliyesini	tahliyesini
tahribatın	tahribatun
takmayı	takmayu
taksonomi	taksonomi
taktiklerine	taktiklerinE
taktikleriyle	taktikleriylE
taktiklerle	taktiklErlE
takımlık	takumluk
takıp	takup
talepleriyle	talEpleriylE
talih	talih
talimi	talimi
tamamlamadı	tamamlamadu
tamamlamaktadır	tamamlamaktadur
tamamlanabildi	tamamlanabildi
tamamlanamadı	tamamlanamadu
tamamlaya	tamamlaya
tamamlayamamıştır	tamamlayamamuStur
tamamlayınca	tamamlayunja
tamponlar	tamponlar
taneciklerin	tanejiklerin
tanklarla	tanklarla
tankıdır	tankudur
tanrıçasıdır	tanruCasudur
tantrik	tantrik
tanıklar	tanuklar
tanımada	tanumada
tanımakta	tanumakta
tanımasına	tanumasuna
tanımladığını	tanumladuuunu
tanımlandığını	tanumlanduuunu
tanımlarına	tanumlaruna
tanımlasa	tanumlasa
tanımlıyordu	tanumluyordu
tanınacak	tanunajak
tanınsa	tanunsa
tanınırlığını	tanunurluuunu
tanısında	tanusunda
tanıtması	tanutmasu
tanıtılmasına	tanutulmasuna
tanışmamış	tanuSmamuS
tapılan	tapulan
tapınaklarında	tapunaklarunda
tapınaklarını	tapunaklarunu
tarayarak	tarayarak
tarayıcısına	tarayujusuna
taretler	tarEtlEr
tarlalara	tarlalara
tarlalardan	tarlalardan
tarlaların	tarlalarun
tartı	tartu
tartışmasında	tartuSmasunda
tartışmasının	tartuSmasunun
tarzların	tarzlarun
tarzlarından	tarzlarundan
tarımına	tarumuna
tasarladıkları	tasarladuklaru
tasarladılar	tasarladular
tasarlaması	tasarlamasu
tasarlanmamış	tasarlanmamuS
tasarımcıların	tasarumjularun
tasarının	tasarunun
tasvirine	tasvirinE
tasvirlerinin	tasvirlerinin
tavaf	tavaf
tavanda	tavanda
tavlama	tavlama
tavrına	tavruna
tavsiyelerini	tavsiyelerini
tavsiyesinde	tavsiyesindE
tavuklar	tavuklar
tayga	tayga
tayt	tayt
tazmin	tazmin
taçlı	taClu
taşımacılıkta	taSumajulukta
taşımacılığını	taSumajuluuunu
taşımadığını	taSumaduuunu
taşınacaktır	taSunajaktur
taşınırdı	taSunurdu
tedarikçileri	tedarikCileri
tedariği	tedariyi
tedavidir	tedavidir
tehlikelerine	tEhlikelerinE
teknelerle	tEknelErlE
teknesinin	tEknesinin
tekniklerinde	tEkniklerindE
teknolojideki	tEknoloZideki
teknolojilerden	tEknoloZilErdEn
tekrarlamıştır	tEkrarlamuStur
tekrarlanabilir	tEkrarlanabilir
tekrarını	tEkrarunu
telefonlarına	telefonlaruna
telefonunda	telefonunda
televizyonlara	televizyonlara
televizyonuna	televizyonuna
telle	tEllE
telsizle	tElsizlE
temasında	temasunda
temasından	temasundan
tembellik	tEmbEllik
temizledi	temizledi
temsilcilikler	tEmsiljiliklEr
temsilinde	tEmsilindE
teorisyenler	teorisyEnlEr
tepelerini	tepelerini
tepkimelerde	tEpkimelErdE
terazi	terazi
terbiyesi	tErbiyesi
tereyağlı	tereyalu
terimlerdir	terimlErdir
terminolojide	tErminoloZidE
tersanelerde	tErsanelErdE
tersiyer	tErsiyEr
tespitlere	tEspitlerE
testten	tEstEn
tetiklenir	tetiklenir
tetiğe	tetiyE
tevcih	tEvjih
text	tEkst
tezgâhlarında	tEzTahlarunda
tezlerini	tEzlerini
teşhisinde	tEShisindE
teşkilatlarının	tESkilatlarunun
teşvikleri	tESvikleri
that	that
tipindedir	tipindedir
titrek	titrEk
titreyen	titreyEn
titreşimlerin	titreSimlerin
tişörtü	tiSErte
tomografi	tomografi
toplamakta	toplamakta
toplanmasında	toplanmasunda
toplanmasından	toplanmasundan
toplanıyordu	toplanuyordu
toplayabildi	toplayabildi
toplumsallaşma	toplumsallaSma
topraktır	topraktur
torbalar	torbalar
torku	torku
torunlarına	torunlaruna
torununa	torununa
totem	totEm
transferinde	transferindE
transferinden	transferindEn
transvers	transvErs
tribüne	tribinE
tribünlerin	tribenlerin
trombon	trombon
tufan	tufan
tutamadı	tutamadu
tutmaktı	tutmaktu
tutmuşlardır	tutmuSlardur
tutsakları	tutsaklaru
tutukladılar	tutukladular
tuzdan	tuzdan
tuzlarının	tuzlarunun
tuşların	tuSlarun
tüccara	tijara
tükenir	tikenir
tükenmeye	tikEnmeyE
tüketme	tikEtmE
tümel	timEl
tümene	timenE
tümenlik	timEnlik
tümgeneral	temTeneral
tünellerin	tinEllerin
türettiği	tiretiyi
türevini	tirevini
tüylerden	teylErdEn
tüzüğünü	tizine
tıbbında	tubunda
tıkanıklığı	tukanukluuu
tırmanırken	turmanurTEn
tırmanışa	turmanuSa
tırtıl	turtul
ulaşabilirsiniz	ulaSabilirsiniz
ulaşmayan	ulaSmayan
ulaştırmaktadır	ulaSturmaktadur
ulaştırmıştır	ulaSturmuStur
ulaşılamadı	ulaSulamadu
ulaşılamayan	ulaSulamayan
ulaşıldığı	ulaSulduuu
umulmaktadır	umulmaktadur
unutup	unutup
unvanlarına	unvanlaruna
unvanından	unvanundan
ur	ur
ustabaşı	ustabaSu
ustalığını	ustaluuunu
ustasıydı	ustasuydu
uvertür	uvErter
uyanmış	uyanmuS
uyaranları	uyaranlaru
uyarlamıştır	uyarlamuStur
uyarlar	uyarlar
uyarmış	uyarmuS
uyarılarda	uyarularda
uyarıların	uyarularun
uydudan	uydudan
uydurmaya	uydurmaya
uydurur	uydurur
uydusunu	uydusunu
uyduyu	uyduyu
uygulanmaması	uygulanmamasu
uygulanmasıdır	uygulanmasudur
uygulanıp	uygulanup
uygulanıyordu	uygulanuyordu
uygulayabilirler	uygulayabilirlEr
uyma	uyma
uymaktadır	uymaktadur
uymamaktadır	uymamaktadur
uyuşmazlığın	uyuSmazluuun
uzanmıştır	uzanmuStur
uzanırken	uzanurTEn
uzayaracı	uzayaraju
uzayını	uzayunu
uzlaştı	uzlaStu
uzmanlardan	uzmanlardan
uzmanın	uzmanun
uzunluklarını	uzunluklarunu
uzunluğun	uzunlun
uzuv	uzuv
uçağında	uCaunda
uçlara	uClara
uçlarda	uClarda
uçlarının	uClarunun
uçurumu	uCurumu
uçuşla	uCuSla
uçuşundan	uCuSundan
uğradığından	uraduuundan
uğramaktan	uramaktan
uğramasını	uramasunu
uğraşması	uraSmasu
uğraştılar	uraStular
uğraştığını	uraStuuunu
vaadinde	vaadindE
vadeder	vadedEr
vahşeti	vahSeti
valilikten	valiliktEn
valiliğe	valiliyE
vals	vals
varoluşa	varoluSa
varoluşçu	varoluSCu
varsayılabilir	varsayulabilir
varsayımından	varsayumundan
varyasyonların	varyasyonlarun
varılmış	varulmuS
vassal	vassal
vazgeçilerek	vazTeCilerEk
vaziyeti	vaziyeti
verenlere	verEnlerE
vericilerin	verijilerin
verilme	verilmE
verime	verimE
veritabanlarında	veritabanlarunda
vermemişti	vErmemiSti
vermeyecektir	vErmeyejEktir
versiyonla	vErsiyonla
vesilelerle	vesilelErlE
