we	be
ylalaşylýar	uloloSulyor
ylymda	ulumno
ynanyşmagyň	unonuSmoXuN
yzarlaýyş	u8orloyuS
yzygiderliligini	u8ugiderliliXini
yşyklary	uSuqloru
zalynyň	8olunuN
zaýalanmagy	8oyolonmoXu
zehinine	8ehinine
zehinleriň	8ehinleriN
zolagyndaky	8oloXundoqu
zolaklarynda	8oloqlorunno
zorluk	8orluq
zähmetde	8Ehmetde
Çözgüt	CE8Xet
Önümleriň	EnemlEreN
Ösüşiň	E8eSeN
Öwezow	EbE8ob
Özbaşdak	E8boSdoq
Öýjükli	Eyjekle
Ýaryşlara	yoruSloro
Ýedi	yedi
Ýekebara	yekeboro
Ýeriň	yeriN
Ýurdumyza	yurdumu8o
Ýüküň	yekeN
çagyrmaga	CoXurmoXo
çalşyjy	ColSuju
çapmagyň	CopmoXuN
çapyksuwarlary	Copuq8uborloru
çarpdylar	Corpdulor
çekenlere	Cekenlere
çekilmelidir	Cekilmelidir
çemeleşme	CemeleSme
çemeleşmäniň	CemeleSmEniN
çeşmesidir	CeSme8idir
çyglylygy	CuXluluXu
çykarmagy	CuqormoXu
çyralar	Curolor
çäklendirilmezden	CEklennirilme88en
çäklendirýän	CEklenniryEn
çäklenmeýär	CEklenmeyEr
çäkler	CEkler
çärýeginde	CEryeXinne
çöllük	CEllek
çözgütleriniň	CE8XetlEreneN
ölçegdäki	ElCEXdEki
ölçegli	ElCEXle
öndürmegi	EnnermEXe
önümlerden	EnemlErden
önünde	EnennE
örtük	Ertek
ösümliklerden	E8emleklerden
öwrenýärler	EbrEnyErler
öwrülendigini	EbrelEnneXini
öwürmegi	EbermEXe
özleşdirmegi	E8lESdermeXi
ýadynda	yodunno
ýakynlaşdyrýar	yoqunloSduryor
ýanyndan	yonunnon
ýapmak	yopmoq
ýapylýar	yopulyor
ýaragsyzlanmak	yoroX8u8lonmoq
ýatlasak	yotlo8oq
ýatyrmagyň	yoturmoXuN
ýatyryp	yoturup
ýazga	yo8Xo
ýaýmaga	yoymoXo
ýaşlaryny	yoSlorunu
ýerlerindäki	yerlerindEki
ýerleşdirilişi	yerleSdiriliSi
ýerleşendir	yerleSennir
ýetmegiň	yetmeXiN
ýewropa	yEbropo
ýeňildi	yeNilli
ýitgiler	yitXiler
ýitirmän	yitirmEn
ýokaryk	yoqoruuq
ýolagçylara	yoloXCuloro
ýygnaldy	yuXnollu
ýygnalyp	yuXnolup
ýygyndylary	yuXunnuloru
ýyllardaky	yullordoqu
ýyllarynyň	yullorunuN
ýüke	yekE
ýüzüp	ye8ep
ýüzýän	ye8yEn
Ştatlarynyň	StotlorunuN
şahly	Soxlu
şahsdyr	Sox88ur
şatlygy	SotluXu
şaýada	Soyodo
şekillendirilendir	Sekillennirilennir
şekillerini	Sekillerini
şikaýatlary	Sikoyotloru
şikes	Sike8
şypahanalar	Supoxonolor
şypahanasy	Supoxono8u
şäherjigini	SEherjiXini
şöhlelendirilýär	SEhlElEnnirilyEr
şöhratynyň	SEhrotunuN
žurnalda	Zurnollo
Abdylla	obdullo
Agama	oXomo
Akademiýasynyň	oqodemiyo8unuN
Alty	oltu
Arkadagyň	orqodoXuN
Assosiasiýanyň	o88o8io8iyonuN
Awazany	obo8onu
Awtoulag	obtouloX
Azat	o8ot
Aýallaryň	oyolloruN
Aýyplanýan	oyuplonyon
Aşgabatlylar	oSXobotlulor
Banka	bonqo
Barlagyň	borloXuN
Beden	beden
Borçnamanyň	borCnomonuN
Business	bu8ine88
Bäsleşigi	bE8leSiXi
DTB	dtb
Deputatlaryň	deputotloruN
Diýarymyzy	diyorumu8u
Durmuşa	durmuSo
Däbe	dEbe
Dört	dErt
Döwletow	dEblEtob
Ekleýjisini	ekleyji8ini
Esasly	e8o8lu
Etrabyň	etrobuN
Final	finol
Finlýandiýanyň	finlyonniyonuN
Gadyr	godur
Galkanyň	golqonuN
Galyndylary	golunnuloru
Gazna	go8no
Geleşigiň	geleSiXiN
Geçip	geCip
Girdeji	girdeji
Girewe	girEbe
Gruziýadan	Xru8iyodon
Gutlag	gutloX
Gökderede	gEkdErEdE
Göreş	gErES
Gözleg	gE8lEX
Gülçülik	gelCelek
Hanym	xonum
Hawa	xobo
Holding	xollinX
Hyzmaty	xu8motu
Hyzmatyň	xu8motuN
Häzirlikçe	hE8irlikCe
Ilatly	ilotlu
Ilçiş	ilCiS
Iýmit	iymit
Işleri	iSleri
Jahan	joxon
Jeza	je8o
Kazyýetleriň	qo8uyetleriN
Kitabyň	kitobuN
Kärende	kErenne
Körpeler	kErpElEr
Limited	limited
Lukaşenkonyň	luqoSenqonuN
Maglumatlar	moXlumotlor
Maksatnamasyna	moq8otnomo8uno
Mariýa	moriyo
Maslahaty	mo8loxotu
Mekdebe	mekdebe
Mergen	merXen
Merwde	merbde
Mowzuk	mob8uq
Müsür	me8er
Müňlerçe	meNlErCe
Nury	nuru
Obanyň	obonuN
Omanyň	omonuN
PERMANY	permonu
Pagtanyň	poXtonuN
Paýtagtymyz	poytoXtumu8
Polşa	polSo
Pudagy	pudoXu
Puşkin	puSkin
Resminamalary	re8minomoloru
Rezolýusiýanyň	re8olyu8iyonuN
Riga	riXo
Sanjar	8onjor
Soň	8oN
Super	8uper
Süleýman	8elEymon
Tahyr	toxur
Tanyşdyryş	tonuSduruS
Taý	toy
Terbiýeleýiş	terbiyeleyiS
Tertipnamasynda	tertipnomo8unno
Toplum	toplum
Topluma	toplumo
Türkmenstandartlary	terkmEn88onnortloru
Uşu	uSu
Wagtyň	boXtuN
Welaýatlarda	beloyotlordo
Welosiped	belo8iped
Wezipeli	be8ipeli
Ylýas	ulyo8
Zehinli	8ehinli
Zyýanyň	8uyonuN
abzallary	ob8olloru
adalgalar	odolXolor
agentler	ogentler
agzalaryndan	oX8olorunnon
akkreditiwiň	oqkreditibiN
aklaw	oqlob
akymyny	oqumunu
aldyrmak	ollurmoq
algydar	olXudor
aman	omon
arabaglanyşygyny	oroboXlonuSuXunu
arheologlar	orheoloXlor
arkalaşyklary	orqoloSuqloru
artdyrmagy	ortdurmoXu
artykmaçlygyny	ortuqmoCluXunu
arzalar	or8olor
asmanynda	o8monunno
aspirantlar	o8pirontlor
awtoduralgalar	obtodurolXolor
awtoulaglarynyň	obtouloXlorunuN
azaldýar	o8ollyor
azalmagyna	o8olmoXuno
açarlaryny	oCorlorunu
aýalyň	oyoluN
aýdylyp	oydulup
aýdymçysy	oydumCu8u
aýdýaryn	oydyorun
aýlarynyň	oylorunuN
aýratynlygyna	oyrotunluXuno
baglanyşyklylykda	boXlonuSuqluluqdo
baglaşmakdan	boXloSmoqdon
bakalawr	boqolobr
balansdan	bolon88on
ball	boll
barlaghanalary	borloXxonoloru
barlaghananyň	borloXxononuN
barlagyndan	borloXunnon
barylan	borulon
barylýandygyna	borulyonnuXuno
barýarka	boryorqo
bassyr	bo88ur
bazalt	bo8olt
baýdaklaryny	boydoqlorunu
baýragyň	boyroXuN
baýraklaryna	boyroqloruno
başlyklary	boSluqloru
belentligi	belentliXi
belgileriniň	belXileriniN
bellendi	bellenni
bergidarlaryň	berXidorloruN
berilýänçä	berilyEnCE
berişleri	beriSleri
bermedi	bermedi
bermeýän	bermeyEn
beýanydyr	beyonudur
beýlekisi	beyleki8i
bileleşiginde	bileleSiXinne
bilinýär	bilinyEr
binagärligi	binogErliXi
binalarynda	binolorunno
binýadyň	binyoduN
birinjiliginde	birinjiliXinne
birinjiligine	birinjiliXine
birleşmeleri	birleSmeleri
bişirilen	biSirilen
bolanlarynyň	bolonlorunuN
boşadyp	boSodup
bäsdeşi	bE88eSi
daga	doXo
dahyllylary	doxulluloru
daşamaga	doSomoXo
degişlidirler	deXiSlidirler
dekabryna	dekobruno
delilleri	delilleri
desgalaryndan	de8Xolorunnon
deňze	deN8e
dikeldip	dikellip
dilinden	dilinnen
diliň	diliN
diplomat	diplomot
diwarlyk	diborluq
diwersifikasiýalaşdyrmaga	diber8ifiko8iyoloSdurmoXo
doktor	doqtor
dokumentler	doqumentler
dollar	dollor
dowamyndaky	dobomundoqu
durkunyň	durqunuN
durnuklylygynyň	durnuqluluXunuN
durulýar	durulyor
duýgular	duyXulor
duýgulara	duyXuloro
duýmak	duymoq
dönderilendigi	dEnnErelEnniXi
döredijileriň	dErEdejileriN
döretdik	dErEtdek
döwletlerimiziň	dEblEtlErimi8iN
döwrebaplaşdyrmakda	dEbrEboploSdurmoqdo
düzgüniň	de8XeneN
düşmäge	deSmEge
düşündirip	deSennerep
düşündirişler	deSennereSler
edermenlik	edermenlik
edilýäni	edilyEni
edýäne	edyEne
ejesi	eje8i
ekerançylar	ekeronCulor
ekilýän	ekilyEn
eksportuny	ek8portunu
eldegrilmesizligini	elleXrilme8i8liXini
elýeter	elyeter
enjamlaşdyrmak	enjomloSdurmoq
ep	ep
etdiriljekdigini	etdiriljekdiXini
etnografiýa	etnoXrofiyo
federal	federol
fewraly	fEbrolu
formasy	formo8u
fraht	froxt
futbolçylarynyň	futbolCulorunuN
gadyr	godur
gahrymanlarynyň	goxrumonlorunuN
gahrymançylykly	goxrumonCuluqlu
galdyrmaga	gollurmoXo
galyndy	golunnu
galyndysy	golunnu8u
gap	gop
gark	gork
garşylyk	gorSuluq
gatlagy	gotloXu
gatnaşmaklary	gotnoSmoqloru
gatnaşyja	gotnoSujo
gatnaşyklarymyzyň	gotnoSuqlorumu8uN
gazak	go8oq
gazanylanlar	go8onulonlor
gazanylanlaryň	go8onulonloruN
gazetiniň	go8etiniN
gaznasynda	go8no8unno
gaçyrmak	goCurmoq
gaçyrylmagy	goCurulmoXu
gelenden	gelennen
gelenler	gelenler
gelerler	gelerler
getirilmegini	getirilmeXini
geçeris	geCeri8
geçiriliş	geCiriliS
geçiriljekdigine	geCiriljekdiXine
geçirimler	geCirimler
geçirmeleri	geCirmeleri
geçmegini	geCmeXini
geçmişiň	geCmiSiN
geýim	geyim
gidiliş	gidiliS
gidişi	gidiSi
girizilmegine	giri8ilmeXine
girizilmegini	giri8ilmeXini
giňişliginden	giNiSliXinnen
goldadylar	gollodulor
goldawynyň	gollobunuN
goldaýarlar	golloyorlor
gollanmalarynyň	gollonmolorunuN
golunyň	golunuN
golçur	golCur
golýazmalar	golyo8molor
goraghana	goroXxono
goragçy	goroXCu
goralmaga	gorolmoXo
gowulandyrmagyň	gobulonnurmoXuN
goýberildi	goyberilli
goýlandygy	goylonnuXu
goýlandygyny	goylonnuXunu
goýulmalydygyny	goyulmoluduXunu
goşlary	goSloru
goşulmagyny	goSulmoXunu
goşýandygyny	goSyonnuXunu
gullugyny	gulluXunu
gullukçylara	gulluqCuloro
guralmagyny	gurolmoXunu
gurluşlaryň	gurluSloruN
gurluşykçylarynyň	gurluSuqCulorunuN
gurulmagynyň	gurulmoXunuN
gurulýandygyny	gurulyonnuXunu
guryýer	guruyer
gutlagynda	gutloXunno
guwandyryjy	gubonnuruju
guşlary	guSloru
gytaklaýyn	gutoqloyun
gyzyklanmanyň	gu8uqlonmonuN
gämisini	gEmi8ini
göreşe	gErESE
görk	gErk
görkezijini	gErkE8ejeni
görlüşiniň	gErleSeneN
gülli	gelle
günäli	genEli
gür	ger
güwänamasy	gebEnomo8u
güýz	gey8
güýçlerini	geyClerini
hadysanyň	xodu8onuN
hakly	xoqlu
hakykatdan	xoquqotdon
halyçylaryň	xoluCuloruN
hasabatda	xo8obotdo
hasaplanylyp	xo8oplonulup
hasaplaşygyndaky	xo8oploSuXundoqu
hasylly	xo8ullu
hasyllylygy	xo8ulluluXu
hatyra	xoturo
hemranyň	hemronuN
hepdeden	hepdeden
hersiniň	her8iniN
heýkel	heykel
heňde	heNNe
hojalygyň	xojoluXuN
hojalyklaryna	xojoluqloruno
hoşallygyň	xoSolluXuN
hususylaşdyrmagyň	xu8u8uloSdurmoXuN
häkimine	hEkimine
häsiýetdäki	hE8iyetdEki
häsiýetler	hE8iyetler
hödürlenilen	hEderlEnelEn
hünärlerini	henErlErini
hünärmene	henErmEne
hünärmençilik	henErmEnCilik
ibn	ibn
idedilýän	idedilyEn
ikisinden	iki8innen
ilçileri	ilCileri
indiwiduallaşdyryş	innibiduolloSduruS
institutlarynda	in88itutlorunno
iýmitlik	iymitlik
işewürleriniň	iSEberlEreneN
jar	jor
jaýlara	joyloro
jebisligini	jebi8liXini
jedeli	jedeli
jedelli	jedelli
jemlemelidir	jemlemelidir
jemlener	jemlener
jemlär	jemlEr
jülgäniň	jelXEneN
jümmüşine	jemmeSenE
kafedrasynyň	qofedro8unuN
kanunlaryny	qonunlorunu
kartyň	qortuN
kazyýetinde	qo8uyetinne
kepillendiriliş	kepillenniriliS
kert	kert
kesellän	ke8ellEn
kesgitlenendir	ke8Xitlenennir
kesgitlenilip	ke8Xitlenilip
kesgitlenilmedik	ke8Xitlenilmedik
kesileni	ke8ileni
kesmegi	ke8meXi
kikboksçylarynyň	kikboq8CulorunuN
kitaba	kitobo
klublary	klubloru
kommunikasiýa	qommuniko8iyo
kompýuteriň	qompyuteriN
kuraş	quroS
kämilleşdirmegi	kEmilleSdirmeXi
käri	kEri
köpdürlüligi	kEpderleleXe
köpeltmäge	kEpEltmEge
köpriniň	kEpreneN
köprüsini	kEpre8ene
köpsanlysyny	kEp8onlu8unu
köçeleriň	kECElEreN
köşk	kESk
kükürtli	kekertle
küreklemek	kerEklEmek
küştçüleri	keSCCelEre
lizinge	li8inXe
lukmançylygynyň	luqmonCuluXunuN
maglumata	moXlumoto
maglumatly	moXlumotlu
mahabatlandyrmak	moxobotlonnurmoq
maksatlardan	moq8otlordon
maksatnamalarda	moq8otnomolordo
makullady	moqullodu
mallardan	mollordon
maýy	moyu
maşgalalara	moSXololoro
medeniýetde	medeniyetde
mekanyna	mekonuno
metri	metri
meýdanynda	meydonunno
meýiller	meyiller
meýillerini	meyillerini
meýletinçi	meyletinCi
meňzeýär	meN8eyEr
meşhurlygy	meSxurluXu
millimetr	millimetr
ministrliklerinde	mini88rliklerinne
mirasdarlar	miro88orlor
mirasdarlara	miro88orloro
miwesini	mibe8ini
monitorlarda	monitorlordo
mugallymlarynyň	muXollumlorunuN
muzeýlere	mu8eylere
myhmansöýerligi	muxmon8EyerliXi
myhmansöýerligini	muxmon8EyerliXini
myhmanyny	muxmonunu
mübärekledi	mebErEkledi
mümkinçilikden	memkenCelikden
nagyşlar	noXuSlor
nazary	no8oru
nerw	nerb
nesip	ne8ip
nirede	nirede
notarius	notoriu8
nusgasynda	nu8Xo8unno
nygtalýar	nuXtolyor
närseleriň	nEr8eleriN
närsesi	nEr8e8i
obasyny	obo8unu
ojaklarynyň	ojoqlorunuN
okalýar	oqolyor
okan	oqon
okuwçylaryna	oqubCuloruno
olimpiadasyna	olimpiodo8uno
olimpiadasynda	olimpiodo8unno
onlarçasyny	onlorCo8unu
oturdylyp	oturdulup
oturdylýar	oturdulyor
oturtdy	oturtdu
owadanlygyny	obodonluXunu
pasly	po8lu
paýtagtymyzdan	poytoXtumu88on
pensiýalarynyň	pen8iyolorunuN
pesdigini	pe88iXini
puldaky	puldoqu
pursatlara	pur8otloro
pursatlaryny	pur8otlorunu
päsgelçiliksiz	pE8XelCilik8i8
radioýygylyk	rodioyuXuluq
rahatlygy	roxotluXu
raketa	roqeto
resmileşdirilip	re8mileSdirilip
reýestrinde	reye88rinne
rowaýat	roboyot
ruha	ruxo
sadakalar	8odoqolor
sagada	8oXodo
saglygyňy	8oXluXuNu
saklaýja	8oqloyjo
salynýar	8olunyor
salyp	8olup
salşyga	8olSuXo
sanalan	8onolon
sapaklaryň	8opoqloruN
sazyny	8o8unu
saçýar	8oCyor
saýlamagyň	8oylomoXuN
saýlawyň	8oylobuN
saýlawçynyň	8oylobCunuN
seleňläp	8eleNlEp
seljermäge	8eljermEge
seni	8eni
sepgitlerine	8epXitlerine
serhedine	8erhedine
serkerdeleri	8erkerdeleri
sowala	8obolo
sungatymyzyň	8unXotumu8uN
suratlaryny	8urotlorunu
suwsuz	8ub8u8
syratly	8urotlu
syrynyň	8urunuN
syýahatçylary	8uyoxoCCuloru
syýahatçylygynyň	8uyoxoCCuluXunuN
söhbetdeşligi	8EhbEtdESleXi
söwdalary	8Ebdoloru
söwdalarynyň	8EbdolorunuN
sözlediler	8E8lEdelEr
sütün	8eten
süýümini	8eyemene
tabşyrygyny	tobSuruXunu
tabşyrygynyň	tobSuruXunuN
tagallalaryna	toXolloloruno
tagamlaryň	toXomloruN
takygy	toquXu
talabynyň	tolobunuN
tamamladylar	tomomlodulor
tamamlamagyň	tomomlomoXuN
tamamlanmadyk	tomomlonmoduq
tapgyrlaryň	topXurloruN
tarapyny	toropunu
tassyklamaga	to88uqlomoXo
tassyklanmalydyr	to88uqlonmoludur
tassyknamasy	to88uqnomo8u
tatar	totor
taýýarlamalar	toyyorlomolor
taýýarlananda	toyyorlononno
teatryna	teotruno
tekliplerine	tekliplerine
telefonyň	telefonuN
telekeçiliginiň	telekeCiliXiniN
temmileri	temmileri
terbiýesiniň	terbiye8iniN
terrorçylygyň	terrorCuluXuN
tertibindäki	tertibindEki
tertipleşdirmek	tertipleSdirmek
tertipnamalaryna	tertipnomoloruno
tilsimleri	til8imleri
tomaşaça	tomoSoCo
tomaşaçy	tomoSoCu
topardaşy	topordoSu
toplamalary	toplomoloru
toplumlar	toplumlor
toýlary	toyloru
tussaglykda	tu88oXluqdo
tutanýerlilik	tutonyerlilik
tutmalary	tutmoloru
täjirler	tEjirler
täsinlikleri	tE8inlikleri
tölemelidir	tElEmEledir
tölenende	tElEnEnne
tölenenden	tElEnEndEn
tölenip	tElEnep
töwekgelçilik	tEbEkXElCilik
türgenlerden	terXEnlerden
tüýjümek	teyjemek
ugradýan	uXrodyon
ugratmalydyr	uXrotmoludur
ugrundan	uXrunnon
ugurlaryndaky	uXurlorundoqu
ukrain	uqroin
ulanyjylaryň	ulonujuloruN
ulanylmaýan	ulonulmoyon
ulgamlardaky	ulXomlordoqu
umumydünýä	umumudenyE
uniwersitetleriniň	uniber8itetleriniN
urmuş	urmuS
urýar	uryor
urşuna	urSuno
urşunda	urSunno
ussatlaryny	u88otlorunu
utdy	utdu
utuklar	utuqlor
utuklaryň	utuqloruN
uzaga	u8oXo
uzaldylan	u8ollulon
uzaldylýar	u8ollulyor
uçarlar	uCorlor
uçastogynyň	uCo88oXunuN
wagonlaryň	boXonloruN
watandaşlarymyza	botonnoSlorumu8o
wekilini	bekilini
welaýata	beloyoto
welaýatlara	beloyotloro
wezipämiz	be8ipEmi8
ybaratdygyny	uborotduXunu
ykdysadyýetleriniň	uqdu8oduyetleriniN
ylalaşygyny	uloloSuXunu
ylalaşyklara	uloloSuqloro
ylma	ulmo
yzysüre	u8u8erE
yň	uN
zalyň	8oluN
zeýtun	8eytun
zonasynda	8ono8unno
zähmetsöýerligi	8Ehme88EyerliXi
zähmetsöýerlik	8Ehme88Eyerlik
Änew	EnEb
Ärdogan	ErdoXon
Çarymyrat	Corumurot
Çehiýa	Cehiyo
Çeper	Ceper
Çeşme	CeSme
Çykyşyň	CuquSuN
Öýjügiň	EyjegeN
Üpjün	epjen
Ýerleriň	yerleriN
Ýetirilen	yetirilen
Ýewraziýanyň	yEbro8iyonuN
Ýolbaşçy	yolboSSu
Ýolöten	yolEtEn
Ýylylyk	yululuq
ätiýaçlandyryja	EtiyoClonnurujo
ätiýaçlandyrýanyň	EtiyoClonnuryonuN
çagyryp	CoXurup
çapmak	Copmoq
çeker	Ceker
çekilipdir	Cekilipdir
çemeleşmäni	CemeleSmEni
çempionatlary	Cempionotloru
çeşmelerine	CeSmelerine
çykarmakdan	Cuqormoqdon
çykarylar	Cuqorulor
çyzykly	Cu8uqlu
çäkden	CEkden
çäklere	CEklere
çärelerde	CErelerde
çärelerinde	CErelerinne
çözmegi	CE8mEXe
ölüm	Elem
öndürijiliginiň	EnnerejeliXiniN
önümli	Enemle
ösdürýärler	E88eryErler
öwrülendigi	EbrelEnneXi
öwüşginlere	EbeSXenlere
özenine	E8Enene
özge	E8XE
özüňe	E8eNE
öýjük	Eyjek
öýjükleri	EyjeklEre
üýtgetmegiň	eytXetmeXiN
ýadygärligini	yodugErliXini
ýakynynda	yoqununno
ýaponiýaly	yoponiyolu
ýaprakly	yoproqlu
ýapylan	yopulon
ýarmarkalar	yormorqolor
ýazgylarynyň	yo8XulorunuN
ýaý	yoy
ýaýdan	yoydon
ýaýradylmagyna	yoyrodulmoXuno
ýelden	yellen
ýeliň	yeliN
ýetipdir	yetipdir
ýetirijisine	yetiriji8ine
ýetirilmezligi	yetirilme8liXi
ýetişdirilende	yetiSdirilenne
ýetmeýän	yetmeyEn
ýeňijileriň	yeNijileriN
ýeňişlerini	yeNiSlerini
ýigitleri	yiXitleri
ýitirilmegi	yitirilmeXi
ýolbaşçynyň	yolboSSunuN
ýoldaşlyk	yolloSluq
ýygnaga	yuXnoXo
ýygnan	yuXnon
ýygymlaryň	yuXumloruN
ýöredilmegini	yErEdelmeXini
ýöredilýän	yErEdelyEn
ýüklenilip	yeklEnelep
ýüklenýär	yeklEnyEr
ýüwrük	yebrek
ýüňi	yeNe
Şagadam	SoXodom
Şahs	Sox8
Şahyryň	SoxuruN
Şikaýata	Sikoyoto
şahamçalaryny	SoxomColorunu
şahsyýetnamasy	Sox8uyetnomo8u
şekil	Sekil
şertlenendir	Sertlenennir
şikaýatlara	Sikoyotloro
şobada	Sobodo
şony	Sonu
şugundyryny	SuXunnurunu
şundan	Sunnon
şypahanasynyň	Supoxono8unuN
şäherçesine	SEherCe8ine
şöhle	SEhlE
ARETI	oreti
Adwokat	odboqot
Ady	odu
Adyl	odul
Akademiýasy	oqodemiyo8u
Almaty	olmotu
Aman	omon
Awiasiýa	obio8iyo
Awstraliýanyň	ob88roliyonuN
Awtor	obtor
Aýyplaw	oyuplob
Aýyň	oyuN
Bag	boX
Bankara	bonqoro
Berk	berk
Bilýard	bilyord
Biraz	biro8
Boýko	boyqo
Bäsleşikleriň	bE8leSikleriN
Dabaralar	doborolor
Dahyllylaryň	doxulluloruN
Daňatar	doNotor
Dehistanyň	dehi88onuN
Dil	dil
Diýarymyz	diyorumu8
Döwlete	dEblEtE
Döwletgeldi	dEblEtXElle
Engineering	enXinerinX
Frankfurt	fronkfurt
Garabogazköl	goroboXo8kEl
Garlykdaky	gorluqdoqu
Geçiriljek	geCiriljek
Girewiň	girEbiN
Giriş	giriS
Gowaçanyň	goboConuN
Goşulan	goSulon
Gurama	guromo
Guryýer	guruyer
Guwanç	gubonC
Gämä	gEmE
Gökderedäki	gEkdErEdEki
Gündogara	gennoXoro
HUAWEI	xuobei
Haýyşnamanyň	xoyuSnomonuN
Hojaýew	xojoyEb
Höküm	hEkem
Ibn	ibn
Ikinjiden	ikinjiden
Il	il
Ile	ile
Internetiň	internetiN
Inçhonda	inCxonno
Kanundakydan	qonunnoqudon
Kanunymyzy	qonunumu8u
Kanunymyzyň	qonunumu8uN
Katarda	qotordo
Kepil	kepil
Konferensiýasynyň	qonferen8iyo8unuN
Konwensiýa	qonben8iyo
Koreýada	qoreyodo
Kuboga	quboXo
Kubok	quboq
Kärendesine	kErenne8ine
Köpetdagda	kEpEtdoXdo
Köşgüň	kESXeN
Latwiýa	lotbiyo
Maksatnamany	moq8otnomonu
Maksatnamasy	moq8otnomo8u
Malaýziýada	moloy8iyodo
Maslahatlar	mo8loxotlor
Merkel	merkel
Mihail	mihoil
Minskiniň	min8kiniN
Mizan	mi8on
Mollanepes	mollonepe8
Moskwanyň	mo8kbonuN
Mukam	muqom
Myhmanhananyň	muxmonxononuN
Mälikguly	mElikXulu
Norwegiýanyň	norbeXiyonuN
Operatora	operotoro
Ortaça	ortoCo
Paraw	porob
Paryzdepede	poru88epede
Pekiniň	pekiniN
Pes	pe8
Peýdalanylýan	peydolonulyon
Psihiki	p8ihiki
Radioýygylyk	rodioyuXuluq
Raýatlarymyzyň	royotlorumu8uN
Rowaýata	roboyoto
Rumyniýanyň	rumuniyonuN
Sanawyň	8onobuN
Seljerme	8eljerme
Serdarabat	8erdorobot
Syýahat	8uyoxot
Taýýar	toyyor
Tohumlaryň	toxumloruN
Tokioda	toqiodo
Toparlaýyn	toporloyun
Turkmen	turkmen
Tutuşlygyna	tutuSluXuno
Törebeg	tErEbEX
Türkmengallaönümleri	terkmEnXolloEnemlEre
Uniwersiada	uniber8iodo
Walentina	bolentino
Watançy	botonCu
Wesýetnama	be8yetnomo
Zöhre	8EhrE
abadanlaşdyryldy	obodonloSdurullu
agajy	oXoju
agaçlar	oXoClor
alabaý	oloboy
alamatyna	olomotuno
alandan	olonnon
aljak	oljoq
alma	olmo
alnynda	olnunno
amatlylyk	omotluluq
anyklanan	onuqlonon
anyklaýjynyň	onuqloyjunuN
arabaglanyşygy	oroboXlonuSuXu
arassalamagyň	oro88olomoXuN
arassaçylygy	oro88oCuluXu
artykmaçlyklar	ortuqmoCluqlor
arçyn	orCun
atanyň	otonuN
atdan	otdon
atçylygy	oCCuluXu
awiasiýasy	obio8iyo8u
awtobuslar	obtobu8lor
awtora	obtoro
awtordaşy	obtordoSu
awtorynyň	obtorunuN
aýlary	oyloru
aýlawda	oylobdo
aýlawy	oylobu
aýratynlygyny	oyrotunluXunu
aýyndaky	oyundoqu
aňladýan	oNlodyon
bagtyýarlygyny	boXtuyorluXunu
bahanyň	boxonuN
bankara	bonqoro
barlaghanasynda	borloXxono8unno
barlagçy	borloXCu
batalýonynyň	botolyonunuN
batyrgaý	boturXoy
bazara	bo8oro
bazaryndaky	bo8orundoqu
baýdakly	boydoqlu
başarnyklary	boSornuqloru
başlanandan	boSlononnon
başlarlar	boSlorlor
başlaýan	boSloyon
bedeniň	bedeniN
bedewlerini	bedEblErini
belgilerini	belXilerini
bererler	bererler
bergisi	berXi8i
berijilik	berijilik
beriljek	beriljek
beriň	beriN
berkligi	berkliXi
bezeýän	be8eyEn
beýlekilerde	beylekilerde
bildirilýändigini	billirilyEnniXini
bildiriş	billiriS
bildirýändigi	billiryEnniXi
bildirýändiklerini	billiryEnniklerini
bildirýänleriň	billiryEnleriN
bilimlere	bilimlere
biparh	biporh
birikdirilýär	birikdirilyEr
birinjiligini	birinjiliXini
birleşikleriň	birleSikleriN
birleşmeleriniň	birleSmeleriniN
birligini	birliXini
birliklerini	birliklerini
bitaraplygynyň	bitoropluXunuN
bişen	biSen
bolanlary	bolonloru
bolmalydyrlar	bolmoludurlor
bolýanyň	bolyonuN
borçnamasy	borCnomo8u
bozulmagynyň	bo8ulmoXunuN
boýunda	boyunno
boýundaky	boyundoqu
bugdaýdan	buXdoydon
buýrugyň	buyruXuN
buýsanýar	buy8onyor
bähbitlidir	bEhbitlidir
bölünendir	bElenEnner
býujetinde	byujetinne
dahyllylar	doxullulor
damjasy	domjo8u
daýhanlar	doyxonlor
daşardaky	doSordoqu
degişlilik	deXiSlilik
demirgazykdan	demirXo8uqdon
deregine	dereXine
derejelerdäki	derejelerdEki
derýasy	deryo8u
derňewiniň	derNEbiniN
desgalardan	de8Xolordon
dessury	de88uru
deňeçer	deNeCer
dikuçar	dikuCor
dogrulygy	doXruluXu
dogrulygyna	doXruluXuno
dogrulygyny	doXruluXunu
doktrina	doqtrino
dokumentleriň	doqumentleriN
dolduran	dolluron
dor	dor
duralgalarynyň	durolXolorunuN
durmagy	durmoXu
durýardy	duryordu
dutarçylar	dutorCulor
duýdansyz	duydon8u8
duşuşarlar	duSuSorlor
duşuşyklaryny	duSuSuqlorunu
duşuşyp	duSuSup
däbine	dEbine
dänesine	dEne8ine
dänäniň	dEnEniN
däplerinde	dEplerinne
dökmek	dEkmEk
döredilmelidir	dErEdelmelidir
dörediş	dErEdeS
düzümlerindäki	de8emlErendEki
düşündirişi	deSennereSi
düşünmäge	deSenmEge
edijilik	edijilik
