va	vE
impulslarini	impulslErini
indeyslarning	indeyslErniN
individ	individ
individlar	individlEr
insektitsidlar	insektitsidlEr
inshootlarini	inSootlErini
iqlimning	iqlimniN
iqtisodi	iqtisodi
isbotlash	isbotlES
ishining	iSiniN
ishlarning	iSlErniN
ishlatilib	iSlEtilib
ishning	iSniN
ismidan	ismidEn
istagi	istEgi
iyulida	iyulidE
izoh	izoh
jadid	jEdid
jala	jElE
jamiyatlar	jEmiyEtlEr
jamoada	jEmoEdE
janubi	jEnubi
jar	jEr
jarroxlik	jErroXlik
jihozlandi	jihozlEndi
jinsga	jinsgE
joylarning	joylErniN
joylashgani	joylESgEni
jumlasidan	jumlEsidEn
ka	kE
kadmiy	kEdmiy
kafedrasining	kEfedrEsiniN
kalava	kElEvE
kaliti	kEliti
kamerasida	kEmerEsidE
kasalxonaga	kEsElXonEgE
kategoriyasi	kEtegoriyEsi
keltirildi	keltirildi
kesiladi	kesilEdi
kesimi	kesimi
ketidan	ketidEn
ketishdan	ketiSdEn
kimning	kimniN
kimyogar	kimyogEr
kira	kirE
kislorodli	kislorodli
kislotani	kislotEni
kitoblarning	kitoblErniN
kitobxonlar	kitobXonlEr
kiyimi	kiyimi
knyazligi	knyEzligi
kogerent	kogerent
koinot	koinot
komissarligi	komissErligi
kompozitsion	kompozitsion
kondensator	kondensEtor
konlardan	konlErdEn
konlarning	konlErniN
konsertlar	konsertlEr
konsertlari	konsertlEri
koshinlar	koSinlEr
koʻkarib	kokErib
koʻliga	koligE
koʻprigi	koprigi
koʻprogʻini	koproXini
koʻrinishiga	koriniSigE
koʻrishadi	koriSEdi
koʻzgu	kozgu
kritik	kritik
kubok	kubok
kuli	kuli
kunduz	kunduz
kunni	kunni
kurashlari	kurESlEri
kurilish	kuriliS
kurtaklari	kurtEklEri
lagan	lEgEn
lahjalari	lEhjElEri
lampalar	lEmpElEr
landshafti	lEndSEfti
lashkarlari	lESkErlEri
leksikasi	leksikEsi
lentalar	lentElEr
ligi	ligi
limon	limon
lirikasi	lirikEsi
lugʻatlar	luXEtlEr
lyoss	lyoss
mahkamlangan	mEhkEmlENEn
mahsulotini	mEhsulotini
majlislari	mEjlislEri
maktabdan	mEktEbdEn
manbadan	mEnbEdEn
manbadir	mEnbEdir
manfaatdor	mEnfEEtdor
manjurlar	mEnjurlEr
mansubligi	mEnsubligi
maqolalarga	mEqolElErgE
maqsadini	mEqsEdini
marhum	mErhum
markazini	mErkEzini
mashgʻulot	mESXulot
mashgʻulotlari	mESXulotlEri
mashhurdir	mEShurdir
massagetlar	mEssEgetlEr
massiv	mEssiv
matbuotida	mEtbuotidE
materiallaridan	mEteriEllEridEn
materiallarini	mEteriEllErini
matnini	mEtnini
maydonidagi	mEydonidEgi
maydonlarining	mEydonlEriniN
mayl	mEyl
maymunlar	mEymunlEr
mazhabiga	mEzhEbigE
medallar	medEllEr
mehmonxonalar	mehmonXonElEr
mehnatkash	mehnEtkES
mehnatkashlar	mehnEtkESlEr
melioratsiya	meliorEtsiyE
merosiga	merosigE
metal	metEl
metalldan	metElldEn
metallga	metEllgE
metrni	metrni
mezon	mezon
mildiratib	mildirEtib
minut	minut
miyada	miyEdE
monastiri	monEstiri
moylar	moylEr
moʻl	mol
moʻynali	moynEli
muammosini	muEmmosini
muhitlar	muhitlEr
mukofotga	mukofotgE
mum	mum
munozara	munozErE
mushkul	muSkul
mushtarak	muStErEk
mushuk	muSuk
musobaqalarini	musobEqElErini
musson	musson
mustahkamlandi	mustEhkEmlEndi
mutafakkir	mutEfEkkir
mutaxassislarni	mutEXEssislErni
mutaxassislarning	mutEXEssislErniN
muzdan	muzdEn
muzliklari	muzliklEri
naqqosh	nEqqoS
nashrning	nESrniN
natijalarni	nEtijElErni
navigatsiya	nEvigEtsiyE
naysimon	nEysimon
nazariyalari	nEzEriyElEri
nazoratida	nEzorEtidE
nazoratiga	nEzorEtigE
negizini	negizini
nishonlash	niSonlES
nol	nol
nomda	nomdE
norasmiy	norEsmiy
novda	novdE
nuqtadan	nuqtEdEn
nurni	nurni
obrazli	obrEzli
obroʻ	obro
ohirida	ohiridE
okeandagi	okeEndEgi
okeanga	okeENE
oldisotdi	oldisotdi
olimlardan	olimlErdEn
olimlaridan	olimlEridEn
oltoy	oltoy
omillariga	omillErigE
ongi	oNi
operatori	operEtori
oqibati	oqibEti
organining	orgEniniN
organizmdan	orgEnizmdEn
organizmlarni	orgEnizmlErni
orollarni	orollErni
orqasiga	orqEsigE
orti	orti
ortish	ortiS
osha	oSE
osilib	osilib
osmonda	osmondE
ozarbayjonliklar	ozErbEyjonliklEr
ozuqalar	ozuqElEr
oʻladi	olEdi
oʻldirib	oldirib
oʻlkasidagi	olkEsidEgi
oʻngga	oNgE
oʻqidi	oqidi
oʻrganilishi	orgEniliSi
oʻrib	orib
oʻrinlardan	orinlErdEn
oʻsimliklarining	osimliklEriniN
oʻtgandan	otgEndEn
oʻtmishga	otmiSgE
oʻtmishi	otmiSi
oʻxshashligi	oXSESligi
oʻymakorlik	oymEkorlik
oʻzanda	ozEndE
oʻzgarmay	ozgErmEy
oʻzgartiriladi	ozgErtirilEdi
oʻzgartirishi	ozgErtiriSi
oʻzoʻzidan	ozozidEn
partenogenez	pErtenogenez
pasaygan	pEsEygEn
pasaytirish	pEsEytiriS
plastinkasimon	plEstinkEsimon
plazmasi	plEzmEsi
podshohi	podSohi
pogʻonasining	poXonEsiniN
polietilen	polietilen
posyolkasi	posyolkEsi
poyaning	poyEniN
poydevor	poydevor
poydevori	poydevori
poytaxtiga	poytEXtigE
prizma	prizmE
prorektor	prorektor
proyektiv	proyektiv
pulga	pulgE
pulni	pulni
punkt	punkt
pyx	pyX
qabilalaridan	qEbilElEridEn
qabilaviy	qEbilEviy
qadamlar	qEdEmlEr
qadriyatlar	qEdriyEtlEr
qadriyatlari	qEdriyEtlEri
qahramonlarning	qEhrEmonlErniN
qalampir	qElEmpir
qarzga	qErzgE
qashshoqlik	qESSoqlik
qasos	qEsos
qatlamidan	qEtlEmidEn
qatlamning	qEtlEmniN
qatnaydigan	qEtnEydigEn
qatorlab	qEtorlEb
qildirish	qildiriS
qilinganidan	qiliNEnidEn
qilinishini	qiliniSini
qir	qir
qirgʻoqlarida	qirXoqlEridE
qirlar	qirlEr
qismlaridagi	qismlEridEgi
qisqarish	qisqEriS
qiyinlashtiradi	qiyinlEStirEdi
qiymatining	qiymEtiniN
qizamiq	qizEmiq
qiziga	qizigE
qizlari	qizlEri
qizning	qizniN
qoidaga	qoidEgE
qonuniyat	qonuniyEt
qoyalarga	qoyElErgE
qoziq	qoziq
qoʻlidagi	qolidEgi
qoʻltiqlari	qoltiqlEri
qoʻmitasining	qomitEsiniN
qoʻpol	qopol
qoʻriq	qoriq
qoʻyishda	qoyiSdE
qulab	qulEb
qulashi	qulESi
quriladigan	qurilEdigEn
qurilishini	quriliSini
qurilmalarning	qurilmElErniN
quruqlikdagi	quruqlikdEgi
qusish	qusiS
qutbi	qutbi
quti	quti
quyilishi	quyiliSi
quyuq	quyuq
radiotoʻlqinlar	rEdiotolqinlEr
raqqosa	rEqqosE
rayonlari	rEyonlEri
reaksiyalarga	reEksiyElErgE
rejasiga	rejEsigE
rejimda	rejimdE
rekord	rekord
respublikalari	respublikElEri
rivojlanishda	rivojlEniSdE
rivojlantirgan	rivojlEntirgEn
rom	rom
romanini	romEnini
ruboiy	ruboiy
ruhan	ruhEn
ruslarning	ruslErniN
sado	sEdo
sahifa	sEhifE
samarasi	sEmErEsi
sanalar	sEnElEr
saqlagan	sEqlEgEn
savdosotiq	sEvdosotiq
sayqal	sEyqEl
sellyulozaqogʻoz	sellyulozEqoXoz
sepiladi	sepilEdi
sepish	sepiS
seriyasi	seriyEsi
sexlari	seXlEri
shafqatsizlik	SEfqEtsizlik
shaftoli	SEftoli
shaharlararo	SEhErlErEro
shakllantirishga	SEkllEntiriSgE
shakllarga	SEkllErgE
shamollatish	SEmollEtiS
sharning	SErniN
sharqi	SErqi
shaxta	SEXtE
shayboniylar	SEyboniylEr
shevasi	SevEsi
shifoxonalar	SifoXonElEr
shirinlik	Sirinlik
shkala	SkElE
shoira	SoirE
shovqin	Sovqin
sianid	siEnid
sifatlarini	sifEtlErini
siklida	siklidE
singan	siNEn
sinonimi	sinonimi
siqish	siqiS
sirki	sirki
sirtidagi	sirtidEgi
siyosatni	siyosEtni
sizga	sizgE
soatiga	soEtigE
soatlik	soEtlik
sohalarga	sohElErgE
sohalarni	sohElErni
somoniylar	somoniylEr
sotadi	sotEdi
sotsiologik	sotsiologik
sovishi	soviSi
sozlash	sozlES
soʻlak	solEk
soʻm	som
soʻzini	sozini
soʻzining	soziniN
standartlar	stEndErtlEr
strukturaga	strukturEgE
studiyasida	studiyEsidE
subekvatorial	subekvEtoriEl
sudning	sudniN
sugʻorishda	suXoriSdE
surgi	surgi
surma	surmE
surnay	surnEy
suvlardan	suvlErdEn
suvlarida	suvlEridE
suvsiz	suvsiz
suyukliklar	suyukliklEr
suzadi	suzEdi
taassurot	tEEssurot
tabaqalari	tEbEqElEri
tabiatan	tEbiEtEn
tadqiqoti	tEdqiqoti
takrorlanishi	tEkrorlEniSi
tani	tEni
tanishib	tEniSib
taqib	tEqib
taqsimot	tEqsimot
taraflama	tErEflEmE
tariqati	tEriqEti
tarjimai	tErjimEi
tarjimalar	tErjimElEr
tarmoqlariga	tErmoqlErigE
tarqatilgan	tErqEtilgEn
tasdiklangan	tEsdiklENEn
tasdiqlash	tEsdiqlES
tashkilotlarining	tESkilotlEriniN
tavsiyalar	tEvsiyElEr
tegishlidir	tegiSlidir
tekisliklari	tekisliklEri
tekshiradi	tekSirEdi
tekshirgan	tekSirgEn
televizor	televizor
temirdan	temirdEn
temperaturalar	temperEturElEr
temperaturali	temperEturEli
tenglamalarni	teNlEmElErni
tepaliklar	tepEliklEr
termal	termEl
texnikani	teXnikEni
tezpishar	tezpiSEr
tiklab	tiklEb
tilshunosi	tilSunosi
timsollar	timsollEr
tip	tip
tishi	tiSi
tizimdan	tizimdEn
tizimli	tizimli
tizimni	tizimni
tizma	tizmE
togʻlardagi	toXlErdEgi
togʻlaridagi	toXlEridEgi
togʻligi	toXligi
toifasiga	toifEsigE
tokning	tokniN
tolalarining	tolElEriniN
tolasidan	tolEsidEn
tomoshabinga	tomoSEbiNE
topologiya	topologiyE
topshiriq	topSiriq
toshadi	toSEdi
toshlari	toSlEri
totalitar	totElitEr
tovushlarning	tovuSlErniN
toʻdasi	todEsi
toʻgʻridan	toXridEn
toʻkilib	tokilib
toʻlashga	tolESgE
toʻlqini	tolqini
toʻplamga	toplEmgE
toʻplamidan	toplEmidEn
toʻqimalarining	toqimElEriniN
toʻqimalarning	toqimElErniN
toʻra	torE
tugʻildi	tuXildi
turilgan	turilgEn
turklarning	turklErniN
turkumlar	turkumlEr
turlarni	turlErni
tushunilgan	tuSunilgEn
tusini	tusini
tuxumlari	tuXumlEri
uglevodorod	uglevodorod
ulgurji	ulgurji
umurtqalilarda	umurtqElilErdE
unsuri	unsuri
urugʻlanish	uruXlEniS
urugʻlar	uruXlEr
urushini	uruSini
urushni	uruSni
uslublar	uslublEr
ustunli	ustunli
usuldan	usuldEn
uyushtirib	uyuStirib
uzbek	uzbek
uzunlikda	uzunlikdE
vagon	vEgon
vagonsozlik	vEgonsozlik
vakolatxonalari	vEkolEtXonElEri
vaqtidan	vEqtidEn
vaqtli	vEqtli
vazifasidir	vEzifEsidir
vazirlar	vEzirlEr
vaziyatdan	vEziyEtdEn
vaziyatini	vEziyEtini
versiyalari	versiyElEri
vohasidagi	vohEsidEgi
vositasiga	vositEsigE
xalqiga	XElqigE
xalqlarga	XElqlErgE
xaqida	XEqidE
xarobalari	XErobElEri
xattotlik	XEttotlik
xomaki	XomEki
xonaki	XonEki
xonlar	XonlEr
xossa	XossE
xotirasida	XotirEsidE
xrllarda	XarllErdE
xromosomalarning	XromosomElErniN
xudoga	XudogE
xudolar	XudolEr
xush	XuS
xususiylashtirish	XususiylEStiriS
yadroli	yEdroli
yadroning	yEdroniN
yakkanavoz	yEkkEnEvoz
yakunlanadi	yEkunlEnEdi
yalligʻlanishga	yElliXlEniSgE
yaralandi	yErElEndi
yaramaydi	yErEmEydi
yarata	yErEtE
yasama	yEsEmE
yashar	yESEr
yashashgan	yESESgEn
yeki	yeki
yelka	yelkE
yerdamida	yerdEmidE
yetkazdi	yetkEzdi
yetmagan	yetmEgEn
yodgorliklarda	yodgorliklErdE
yonganda	yoNEndE
yongʻogʻi	yoN7oXi
yopiladi	yopilEdi
yopishtirib	yopiStirib
yoshlarga	yoSlErgE
yoshlik	yoSlik
yotqiziklari	yotqiziklEri
yotqizilgan	yotqizilgEn
yotqizish	yotqiziS
yoza	yozE
yulduzning	yulduzniN
yuqadigan	yuqEdigEn
yurtining	yurtiniN
yutishi	yutiSi
zamburugʻ	zEmburuX
zamonida	zEmonidE
zavodini	zEvodini
zavq	zEvq
zax	zEX
zdi	zdi
ziddiyatli	ziddiyEtli
ziravorlar	zirEvorlEr
zoologiya	zoologiyE
zulmga	zulmgE
AES	Ees
AQShga	Eq SgE
AR	Er
Abbosiylar	EbbosiylEr
Afrikadan	EfrikEdEn
Alouddin	Elouddin
Alyaska	ElyEskE
Amerikaga	EmerikEgE
Angor	ENor
Anorganik	EnorgEnik
Anqara	EnqErE
Apennin	Epennin
Asqarov	EsqErov
Atomlar	EtomlEr
Axomaniylar	EXomEniylEr
Badaxshon	bEdEXSon
Bahodir	bEhodir
Bahorgi	bEhorgi
Balxga	bElXgE
Baykal	bEykEl
Bengaliya	beNEliyE
Benjamin	benjEmin
Boboyev	boboyev
Boltiqboʻyi	boltiqboyi
Britaniyaga	britEniyEgE
Bryussel	bryussel
Budapesht	budEpeSt
Bularda	bulErdE
Byudjet	byudjet
Citroën	tsitroen
Corporation	tsorporEtion
Dam	dEm
Dare	dEre
Daryolar	dEryolEr
Davlatga	dEvlEtgE
Dekart	dekErt
Devonu	devonu
Differensial	differensiEl
Dinamik	dinEmik
Eduard	eduErd
Eksport	eksport
Erkak	erkEk
Eyler	eyler
Eynshteyn	eynSteyn
Falsafiy	fElsEfiy
Federativ	federEtiv
Filmda	filmdE
Firdavsiyning	firdEvsiyniN
Frank	frEnk
Gabon	gEbon
Gaiti	gEiti
Gajar	gEjEr
Gamburg	gEmburg
Gap	gEp
Gavayi	gEvEyi
Gavdasi	gEvdEsi
Geometrik	geometrik
Google	google
Gorkiy	gorkiy
Goʻzal	gozEl
Grenlandiya	grenlEndiyE
Gruziyadagi	gruziyEdEgi
Gudzon	gudzon
Gʻallaorol	XEllEorol
Gʻaznaviylar	XEznEviylEr
Hamzaning	hEmzEniN
Hayotiy	hEyotiy
Hayvonlarda	hEyvonlErdE
Hirotni	hirotni
Honda	hondE
Ideal	ideEl
Ikkita	ikkitE
Ikromov	ikromov
Insoniyat	insoniyEt
Isfana	isfEnE
Ishga	iSgE
Islandiya	islEndiyE
Islomda	islomdE
Islomiy	islomiy
Jomiyning	jomiyniN
Kelib	kelib
Kengashiga	keNESigE
Kibernetika	kibernetikE
Kir	kir
Koinot	koinot
Konda	kondE
Konstitutsiyasiga	konstitutsiyEsigE
Kosonsoy	kosonsoy
Koʻproq	koproq
Kumir	kumir
Kurd	kurd
Kutubxonasi	kutubXonEsi
Leonardo	leonErdo
Ligasi	ligEsi
Lord	lord
Madinaga	mEdinEgE
Mahmudov	mEhmudov
Mahsulotlari	mEhsulotlEri
Manbalarda	mEnbElErdE
Mantiqiy	mEntiqiy
Mari	mEri
Marko	mErko
Marta	mErtE
Maykl	mEykl
Maysaraning	mEysErEniN
Mehmed	mehmed
Mobil	mobil
Moddalar	moddElEr
Moldova	moldovE
Movarounnahrdagi	movErounnEhrdEgi
Movarounnahrga	movErounnEhrgE
Mozambik	mozEmbik
Mulk	mulk
Murodov	murodov
Mushuk	muSuk
Musiqiy	musiqiy
Muzeyning	muzeyniN
My	my
NATO	nEto
Ne	ne
Neapol	neEpol
Neolit	neolit
Nurash	nurES
Nyutonning	nyutonniN
Olloyor	olloyor
Ontario	ontErio
Otello	otello
Oyoq	oyoq
Oʻsimliklarda	osimliklErdE
Panjob	pEnjob
Parfiya	pErfiyE
Pavlov	pEvlov
PhD	peha de
Photoshop	photoSop
Piter	piter
Pnevmatik	pnevmEtik
Pokistonda	pokistondE
Polshaning	polSEniN
Polyak	polyEk
Praga	prEgE
Prezidiumi	prezidiumi
Qahramon	qEhrEmon
Qaysi	qEysi
Qirgʻoq	qirXoq
Qoraqum	qorEqum
Qoʻngʻir	qoN7ir
Qoʻsh	qoS
Qrimda	qrimdE
Quba	qubE
Qumqoʻrgʻon	qumqorXon
Quyidagi	quyidEgi
RSFSR	eresefeser
Rahim	rEhim
Raketa	rEketE
Rashidov	rESidov
Rassomlar	rEssomlEr
Rizo	rizo
Rok	rok
Rose	rose
Rost	rost
Rumiy	rumiy
Sahna	sEhnE
Sardiniya	sErdiniyE
Seleksiya	seleksiyE
Selina	selinE
Seysmik	seysmik
Shahzoda	SEhzodE
Sharipov	SEripov
Sharqida	SErqidE
Shayboniylar	SEyboniylEr
Sherlok	Serlok
Sitsiliya	sitsiliyE
Soxta	soXtE
Soʻfi	sofi
Soʻzning	sozniN
Stark	stErk
Sultonov	sultonov
Tarkibidagi	tErkibidEgi
Tashrif	tESrif
Temirbeton	temirbeton
Toʻxtamish	toXtEmiS
Tuproqning	tuproqniN
Turfon	turfon
Turkistonni	turkistonni
Turkmanistonda	turkmEnistondE
UHDTV	uhdtv
Ultratovush	ultrEtovuS
Umarov	umErov
Umarxon	umErXon
Umid	umid
Urartu	urErtu
Urdu	urdu
Vakillar	vEkillEr
Vali	vEli
Venesuela	venesuelE
Viktor	viktor
XXI	XXi
Xlor	Xlor
Xorazmiyning	XorEzmiyniN
Xoʻjayli	XojEyli
Y	ye
Yagona	yEgonE
Yakka	yEkkE
Yamayka	yEmEykE
Yanvar	yEnvEr
Yaponiyaga	yEponiyEgE
Yashirin	yESirin
Yenisey	yenisey
Zafar	zEfEr
Zangazur	zENEzur
Zangezur	zENezur
Zokirov	zokirov
abraziv	EbrEziv
absolyut	Ebsolyut
adashgan	EdESgEn
adiblari	EdiblEri
adirlar	EdirlEr
afsonalari	EfsonElEri
afsonasi	EfsonEsi
afzalligi	EfzElligi
ajrab	EjrEb
akustika	EkustikE
alayhi	ElEyhi
alloma	EllomE
allomalar	EllomElEr
almashgan	ElmESgEn
almashtirilishi	ElmEStiriliSi
alomati	ElomEti
aloqasini	EloqEsini
anal	EnEl
aniklashga	EniklESgE
aniqlaydigan	EniqlEydigEn
anor	Enor
ansamblida	EnsEmblidE
antitsikloni	Entitsikloni
arablarning	ErEblErniN
arigʻi	EriXi
armani	ErmEni
armanilarning	ErmEnilErniN
arxipelagi	ErXipelEgi
asalari	EsElEri
asariga	EsErigE
asboblarda	EsboblErdE
asfalt	EsfElt
asorati	EsorEti
asrlarning	EsrlErniN
astrofizika	EstrofizikE
atalishi	EtEliSi
ataylab	EtEylEb
atomlarining	EtomlEriniN
atsetilen	Etsetilen
aviatsiyasi	EviEtsiyEsi
ayiq	Eyiq
aynishi	EyniSi
ayoli	Eyoli
bahsli	bEhsli
bakalavr	bEkElEvr
bakteriyalari	bEkteriyElEri
balandlikdan	bElEndlikdEn
balandliklarda	bElEndliklErdE
balandroq	bElEndroq
bankining	bEnkiniN
baxt	bEXt
baxtsiz	bEXtsiz
baynalmilal	bEynElmilEl
bazasida	bEzEsidE
baʻzi	bE7zi
begi	begi
belgilaridan	belgilEridEn
berar	berEr
berardi	berErdi
berilliy	berilliy
berishiga	beriSigE
bezlaridan	bezlEridEn
bezlarining	bezlEriniN
biladilar	bilEdilEr
bildirib	bildirib
bilimi	bilimi
bilimlari	bilimlEri
bilishadi	biliSEdi
bilmagan	bilmEgEn
birgalikdagi	birgElikdEgi
birikish	birikiS
birlashish	birlESiS
birlashtirilib	birlEStirilib
birligida	birligidE
bitirgan	bitirgEn
bizdan	bizdEn
bizni	bizni
bogʻlanishni	boXlEniSni
bolaga	bolEgE
bombardimon	bombErdimon
boshidagi	boSidEgi
boshkarish	boSkEriS
boshlaridagi	boSlEridEgi
boshlashdi	boSlESdi
boshqarishning	boSqEriSniN
boshqaruvida	boSqEruvidE
boshqaruvini	boSqEruvini
bozordagi	bozordEgi
boʻgʻimlar	boXimlEr
boʻgʻini	boXini
boʻlgandagina	bolgEndEginE
boʻlinmasi	bolinmEsi
boʻlmasligini	bolmEsligini
boʻlmoqda	bolmoqdE
boʻshab	boSEb
boʻyalgan	boyElgEn
boʻyli	boyli
bugun	bugun
buyumi	buyumi
buzilishlar	buziliSlEr
dard	dErd
daromadlar	dEromEdlEr
daryolarida	dEryolEridE
daryosida	dEryosidE
dasturida	dEsturidE
dasturlarini	dEsturlErini
dasturxon	dEsturXon
davolashning	dEvolESniN
davolatish	dEvolEtiS
dedveyt	dedveyt
deformatsiyalar	deformEtsiyElEr
dek	dek
dengizida	deNizidE
dengizidagi	deNizidEgi
dengizini	deNizini
deraza	derEzE
diagnoz	diEgnoz
diffuziya	diffuziyE
dispersion	dispersion
dodxoh	dodXoh
dominant	dominEnt
dostonini	dostonini
dostonlarni	dostonlErni
dotsenti	dotsenti
dozasini	dozEsini
doʻkoni	dokoni
dramaturgiyasi	drEmEturgiyEsi
dramaturgiyasining	drEmEturgiyEsiniN
duragaylash	durEgEylES
egalarining	egElEriniN
ekipaj	ekipEj
elastiklik	elEstiklik
elektronlarni	elektronlErni
elementlarga	elementlErgE
elliptik	elliptik
emish	emiS
erkagi	erkEgi
eroziya	eroziyE
esda	esdE
etganligi	etgEnligi
etishlari	etiSlEri
evolyutsion	evolyutsion
fakultetiga	fEkultetigE
falsafani	fElsEfEni
falsafaning	fElsEfEniN
falsafasiga	fElsEfEsigE
fanlarining	fEnlEriniN
faoliyatlari	fEoliyEtlEri
farz	fErz
fath	fEth
fazalari	fEzElEri
fazosi	fEzosi
fermenti	fermenti
filmini	filmini
florasi	florEsi
foizni	foizni
fojia	fojiE
fondining	fondiniN
fonida	fonidE
formatsiya	formEtsiyE
fotonlar	fotonlEr
ft	efte
gan	gEn
gapiradi	gEpirEdi
gaplashadi	gEplESEdi
gapning	gEpniN
garmoniya	gErmoniyE
geofizik	geofizik
geografiya	geogrEfiyE
geologiya	geologiyE
geomorfologik	geomorfologik
german	germEn
gersin	gersin
gidroksid	gidroksid
gidrostatik	gidrostEtik
gigiyenik	gigiyenik
gimnastika	gimnEstikE
gʻayriqonuniy	XEyriqonuniy
haftasiga	hEftEsigE
hammasini	hEmmEsini
haqining	hEqiniN
harakterdagi	hErEkterdEgi
harita	hEritE
harobasi	hErobEsi
haroratda	hErorEtdE
haroratini	hErorEtini
hayvonning	hEyvonniN
hindu	hindu
hit	hit
hofizlar	hofizlEr
hokimlik	hokimlik
holatlarini	holEtlErini
hududlaridagi	hududlEridEgi
hududlariga	hududlErigE
hujayralaridan	hujEyrElEridEn
hujayralariga	hujEyrElErigE
hujjatlariga	hujjEtlErigE
hujjatlarini	hujjEtlErini
huquqlarga	huquqlErgE
huquqqa	huquqqE
huquqshunoslik	huquqSunoslik
ibodatxonalari	ibodEtXonElEri
iborasi	iborEsi
iboratki	iborEtki
idishlarga	idiSlErgE
ifodalanadigan	ifodElEnEdigEn
ifodali	ifodEli
ijodkorning	ijodkorniN
ikkisi	ikkisi
ildizlar	ildizlEr
ildizlarini	ildizlErini
ilhom	ilhom
ilhomlangan	ilhomlENEn
imperiyasida	imperiyEsidE
imperiyasini	imperiyEsini
individning	individniN
indonez	indonez
informatsion	informEtsion
inqirozi	inqirozi
institutiga	institutigE
inti	inti
investitsiyalar	investitsiyElEr
ionlash	ionlES
iqlimiy	iqlimiy
ishlanishi	iSlEniSi
ishlardan	iSlErdEn
ishlatilmoqda	iSlEtilmoqdE
ishonadi	iSonEdi
isyoni	isyoni
italiyalik	itEliyElik
iyulning	iyulniN
izlanish	izlEniS
jangni	jENni
janrdagi	jEnrdEgi
janubdan	jEnubdEn
jarliklar	jErliklEr
jasorati	jEsorEti
jazolanadi	jEzolEnEdi
jezdan	jezdEn
jihatlarini	jihEtlErini
jilvir	jilvir
jinslariga	jinslErigE
kabilarni	kEbilErni
kalamush	kElEmuS
kalinligi	kElinligi
kamaygan	kEmEygEn
kambar	kEmbEr
kamolot	kEmolot
kamon	kEmon
kamondan	kEmondEn
kanalli	kEnElli
kanalning	kEnElniN
kapalaklar	kEpElEklEr
karantin	kErEntin
karvonsaroy	kErvonsEroy
kashtadoʻzlik	kEStEdozlik
kaskadi	kEskEdi
kategoriya	kEtegoriyE
kattaligini	kEttEligini
kattalikda	kEttElikdE
kavlab	kEvlEb
kayfiyat	kEyfiyEt
kayfiyati	kEyfiyEti
kelinayotgan	kelinEyotgEn
kelindi	kelindi
kelishuvi	keliSuvi
keltirishga	keltiriSgE
kenglikda	keNlikdE
kesishadi	kesiSEdi
kesma	kesmE
ketganligi	ketgEnligi
kigiz	kigiz
kinostudiyasi	kinostudiyEsi
kiritadilar	kiritEdilEr
kiritilib	kiritilib
kislotada	kislotEdE
kollektor	kollektor
komediyalar	komediyElEr
komplekslar	komplekslEr
kompozitori	kompozitori
kompozitsiyasi	kompozitsiyEsi
konglomerat	koNlomerEt
konservatoriyasini	konservEtoriyEsini
konstruksion	konstruksion
konstruktorlik	konstruktorlik
konunga	konuNE
konvensiya	konvensiyE
korporatsiyalar	korporEtsiyElEr
korpusi	korpusi
koʻkragi	kokrEgi
koʻngli	koNli
koʻringan	koriNEn
koʻrsatayotgan	korsEtEyotgEn
koʻylak	koylEk
kremniyli	kremniyli
kristallarning	kristEllErniN
kumushdan	kumuSdEn
kurs	kurs
kursatgan	kursEtgEn
kuzatildi	kuzEtildi
lalmikor	lElmikor
latta	lEttE
lavozimni	lEvozimni
litologik	litologik
litsenziya	litsenziyE
madad	mEdEd
madaniyatga	mEdEniyEtgE
madaniyatni	mEdEniyEtni
madhiyasi	mEdhiyEsi
madrasada	mEdrEsEdE
madrasalarda	mEdrEsElErdE
magʻzi	mEXzi
mahsuldor	mEhsuldor
mahsulidir	mEhsulidir
majburan	mEjburEn
maktablarining	mEktEblEriniN
malika	mElikE
malikasi	mElikEsi
mamlakatlarini	mEmlEkEtlErini
manbalariga	mEnbElErigE
manzaralarini	mEnzErElErini
maosh	mEoS
maqsadlariga	mEqsEdlErigE
maqsadli	mEqsEdli
markazlashtirilgan	mErkEzlEStirilgEn
marketing	mErketiN
masalalaridan	mEsElElEridEn
masjidlari	mEsjidlEri
masnaviy	mEsnEviy
masofasi	mEsofEsi
massalar	mEssElEr
mavjudligiga	mEvjudligigE
mavzuni	mEvzuni
maydondagi	mEydondEgi
mazmunan	mEzmunEn
mehmonxonasi	mehmonXonEsi
mehnatkashlari	mehnEtkESlEri
memorial	memoriEl
menejment	menejment
meridiandan	meridiEndEn
metodini	metodini
metrajli	metrEjli
mezoni	mezoni
migratsiyasi	migrEtsiyEsi
mikroorganizmlarning	mikroorgEnizmlErniN
millatiga	millEtigE
minerallashgan	minerEllESgEn
minglik	miNlik
misralar	misrElEr
miyadan	miyEdEn
moddada	moddEdE
moddaga	moddEgE
modellarni	modellErni
mohirlik	mohirlik
moment	moment
momentining	momentiniN
moslashish	moslESiS
motivlari	motivlEri
moʻljal	moljEl
moʻrt	mort
moʻtadil	motEdil
muhandisi	muhEndisi
muhandislari	muhEndislEri
mumkinki	mumkinki
murda	murdE
mushohada	muSohEdE
mustahkamlanadi	mustEhkEmlEnEdi
muvaffaqiyatsizlikka	muvEffEqiyEtsizlikkE
muvozanatni	muvozEnEtni
muzlar	muzlEr
nafardan	nEfErdEn
nafosat	nEfosEt
nafrat	nEfrEt
