abdisere	obdiser3
uleiligere	3lEilir3
uleiligst	3lEilikst
uleiligste	3lEilikst3
ulempe	3lEmp3
ulendt	3lEnt
uleselig	3les3li
uleselige	3les3li3
uleseligere	3les3lir3
uleseligst	3les3likst
uleseligste	3les3likst3
ulidelig	3lid3li
ulidelige	3lid3li3
ulideligere	3lid3lir3
ulideligst	3lid3likst
ulideligste	3lid3likst3
ulik	3lik
ull	3l
ullen	3l3n
ullteppe	3ltEp3
ulme	3lm3
ulogisk	3lugisk
ulovlig	3lovli
ulovlige	3lovli3
ulovligere	3lovlir3
ulovligst	3lovlikst
ulovligste	3lovlikst3
ulydig	3lidi
ulydige	3lidi3
ulydigere	3lidir3
ulydigst	3lidikst
ulydigste	3lidikst3
ulykke	3lik3
ulykkelig	3lik3li
ulykkelige	3lik3li3
ulykkeligere	3lik3lir3
ulykkeligst	3lik3likst
ulykkeligste	3lik3likst3
ulykksalig	3liksoli
ulykksalige	3liksoli3
ulykksaligere	3liksolir3
ulykksaligst	3liksolikst
ulykksaligste	3liksolikst3
umake	3mok3
umedgjørlig	3medyeLi
umedgjørlige	3medyeLi3
umedgjørligere	3medyeLir3
umedgjørligst	3medyeLikst
umedgjørligste	3medyeLikst3
umenneskelig	3mEnsk3li
umenneskelige	3mEnsk3li3
umenneskeligere	3mEnsk3lir3
umenneskeligst	3mEnsk3likst
umenneskeligste	3mEnsk3likst3
umerkelig	3mErk3li
umerkelige	3mErk3li3
umerkeligere	3mErk3lir3
umerkeligst	3mErk3likst
umerkeligste	3mErk3likst3
umettelig	3mEt3li
umettelige	3mEt3li3
umetteligere	3mEt3lir3
umetteligst	3mEt3likst
umetteligste	3mEt3likst3
umiddelbar	3mid3lbor
umiskjennelig	3misSEn3li
umiskjennelige	3misSEn3li3
umiskjenneligere	3misSEn3lir3
umiskjenneligst	3misSEn3likst
umiskjenneligste	3misSEn3likst3
umistelig	3mist3li
umistelige	3mist3li3
umisteligere	3mist3lir3
umisteligst	3mist3likst
umisteligste	3mist3likst3
umoden	3mud3n
umoderne	3mudEn3
umoralsk	3murolsk
umulig	3m3li
umulige	3m3li3
umuligere	3m3lir3
umuligst	3m3likst
umuligste	3m3likst3
umyndig	3mini
umyndige	3mini3
umyndigere	3minir3
umyndigst	3minikst
umyndigste	3minikst3
unaturlig	3not3Li
unaturlige	3not3Li3
unaturligere	3not3Lir3
unaturligst	3not3Likst
unaturligste	3not3Likst3
und	ont
under	3n3r
underbukse	3n3rbuks3
underbygge	3n3rbig3
underdanig	3n3doni
underdanige	3n3doni3
underdanigere	3n3donir3
underdanigst	3n3donikst
underdanigste	3n3donikst3
underfundig	3n3rf3ni
underfundige	3n3rf3ni3
underfundigere	3n3rf3nir3
underfundigst	3n3rf3nikst
underfundigste	3n3rf3nikst3
undergrave	3n3rgrov3
underholde	3n3rhol3
underholdning	3n3rholniN
underkaste	3n3rkost3
underkjenne	3n3rSEn3
underkue	3n3rk33
underlegen	3n3Leg3n
underlig	3n3Li
underlige	3n3Li3
underligere	3n3Lir3
underligst	3n3Likst
underligste	3n3Likst3
underliv	3n3Liv
undermåls	3n3rmols
underrette	3n3rEt3
underskrift	3n3Skrift
underskrive	3n3Skriv3
underslå	3n3SLo
understreke	3n3Strek3
understøtte	3n3StEt3
undersøke	3n3Sek3
undersøkelse	3n3SekEls3
undertegne	3n3tEin3
undertittel	3n3tit3l
undertrykke	3n3trik3
undertrøye	3n3trEy3
undertøy	3n3tEy
undervannskamera	3n3rvonskomero
underveis	3nd3rvEis 3n3rvEis
undervise	3n3rvis3
undervurdere	3n3rv3der3
undre	3ndr3
undre seg	3ndr3sEi
undre seg over	3ndr3sEiov3r
unektelig	3nEkt3li
unektelige	3nEkt3li3
unekteligere	3nEkt3lir3
unekteligst	3nEkt3likst
unekteligste	3nEkt3likst3
ung	uN
ungdom	uNdom
ungdommelig	uNdom3li
ungdommelige	uNdom3li3
ungdommeligere	uNdom3lir3
ungdommeligst	uNdom3likst
ungdommeligste	uNdom3likst3
ungjente	uNyEnt3
ungkar	uNkor
ungmøy	uNmEy
ungnaut	uNnEwt
unik	3nik
unison	3nisun
universell	3nivESEl
universitet	3nivESitet
unndra	3ndro
unne	3n3
unnfange	3nfoN3
unngjelde	3nyEl3
unngå	3ngo
unnlate	3nlot3
unnskylde	3nSil3
unnskylde seg	3nSil3sEi
unnskyldning	3nSilniN
unnta	3nto
unntatt	3ntot
unnvikende	3nvik3n3
unnvære	3nvEr3
uns	ons
unyttig	3niti
unyttige	3niti3
unyttigere	3nitir3
unyttigst	3nitikst
unyttigste	3nitikst3
unødig	3nedi
unødige	3nedi3
unødigere	3nedir3
unødigst	3nedikst
unødigste	3nedikst3
unødvendig	3nEdvEni
unødvendige	3nEdvEni3
unødvendigere	3nEdvEnir3
unødvendigst	3nEdvEnikst
unødvendigste	3nEdvEnikst3
unøyaktig	3nEyokti
unøyaktige	3nEyokti3
unøyaktigere	3nEyoktir3
unøyaktigst	3nEyoktikst
unøyaktigste	3nEyoktikst3
uomtvistelig	3omtvist3li
uomtvistelige	3omtvist3li3
uomtvisteligere	3omtvist3lir3
uomtvisteligst	3omtvist3likst
uomtvisteligste	3omtvist3likst3
uoppdragen	3opdrog3n
uovervinnelig	3ov3rvin3li
uovervinnelige	3ov3rvin3li3
uovervinneligere	3ov3rvin3lir3
uovervinneligst	3ov3rvin3likst
uovervinneligste	3ov3rvin3likst3
upassende	3pos3n3
upersonlig	3pESunli
upersonlige	3pESunli3
upersonligere	3pESunlir3
upersonligst	3pESunlikst
upersonligste	3pESunlikst3
upopulær	3pup3lEr
upraktisk	3proktisk
upåklagelig	3poklog3li
upåklagelige	3poklog3li3
upåklageligere	3poklog3lir3
upåklageligst	3poklog3likst
upåklageligste	3poklog3likst3
upålitelig	3polit3li
upålitelige	3polit3li3
upåliteligere	3polit3lir3
upåliteligst	3polit3likst
upåliteligste	3polit3likst3
upåvirkelig	3povirk3li
upåvirkelige	3povirk3li3
upåvirkeligere	3povirk3lir3
upåvirkeligst	3povirk3likst
upåvirkeligste	3povirk3likst3
ur	3r
uransakelig	3ronsok3li
uransakelige	3ronsok3li3
uransakeligere	3ronsok3lir3
uransakeligst	3ronsok3likst
uransakeligste	3ronsok3likst3
urban	3rbon
uredd	3rEd
uredelig	3red3li
uredelige	3red3li3
uredeligere	3red3lir3
uredeligst	3red3likst
uredeligste	3red3likst3
uregelmessig	3reg3lmEsi
uregelmessige	3reg3lmEsi3
uregelmessigere	3reg3lmEsir3
uregelmessigst	3reg3lmEsikst
uregelmessigste	3reg3lmEsikst3
ureglementert	3rEil3m3ntet
urenslig	3renSLi
urenslige	3renSLi3
urensligere	3renSLir3
urensligst	3renSLikst
urensligste	3renSLikst3
urett	3rEt
urettferdig	3r3tfEdi
urettferdige	3r3tfEdi3
urettferdigere	3r3tfEdir3
urettferdigst	3r3tfEdikst
urettferdigste	3r3tfEdikst3
uriktig	3rikti
uriktige	3rikti3
uriktigere	3riktir3
uriktigst	3riktikst
uriktigste	3riktikst3
urimelig	3rimli 3rim3li
urimelige	3rim3li3
urimeligere	3rim3lir3
urimeligst	3rim3likst
urimeligste	3rim3likst3
urin	3rin
urmaker	3rmok3r
uro	3ru
uroe	3ru3
urokkelig	3rok3li
urokkelige	3rok3li3
urokkeligere	3rok3lir3
urokkeligst	3rok3likst
urokkeligste	3rok3likst3
urolig	3ruli
urolige	3ruli3
uroligere	3rulir3
uroligst	3rulikst
uroligste	3rulikst3
urter	3t3r
uryddig	3ridi
uryddige	3ridi3
uryddigere	3ridir3
uryddigst	3ridikst
uryddigste	3ridikst3
urørlig	3reLi
urørlige	3reLi3
urørligere	3reLir3
urørligst	3reLikst
urørligste	3reLikst3
usaklig	3sokli
usaklige	3sokli3
usakligere	3soklir3
usakligst	3soklikst
usakligste	3soklikst3
usann	3son
usannsynlig	3sonsinli
usannsynlige	3sonsinli3
usannsynligere	3sonsinlir3
usannsynligst	3sonsinlikst
usannsynligste	3sonsinlikst3
usedvanlig	3sEdvonli
usedvanlige	3sEdvonli3
usedvanligere	3sEdvonlir3
usedvanligst	3sEdvonlikst
usedvanligste	3sEdvonlikst3
usigelig	3sig3li
usigelige	3sig3li3
usigeligere	3sig3lir3
usigeligst	3sig3likst
usigeligste	3sig3likst3
usikker	3sik3r
usjenert	3S3net
uskadelig	3skod3li
uskadelige	3skod3li3
uskadeligere	3skod3lir3
uskadeligst	3skod3likst
uskadeligste	3skod3likst3
uskarp	3skorp
uskyld	3Sil
uskyldig	3Sildi
uskyldige	3Sildi3
uskyldigere	3Sildir3
uskyldigst	3Sildikst
uskyldigste	3Sildikst3
usmakelig	3smok3li
usmakelige	3smok3li3
usmakeligere	3smok3lir3
usmakeligst	3smok3likst
usmakeligste	3smok3likst3
ussel	3s3l
ustabil	3stobil
ustadig	3stodi
ustadige	3stodi3
ustadigere	3stodir3
ustadigst	3stodikst
ustadigste	3stodikst3
ustanselig	3stons3li
ustanselige	3stons3li3
ustanseligere	3stons3lir3
ustanseligst	3stons3likst
ustanseligste	3stons3likst3
ustelt	3stElt
ustyrlig	3stiLi
ustyrlige	3stiLi3
ustyrligere	3stiLir3
ustyrligst	3stiLikst
ustyrligste	3stiLikst3
ustyrtelig	3stit3li
ustyrtelige	3stit3li3
ustyrteligere	3stit3lir3
ustyrteligst	3stit3likst
ustyrteligste	3stit3likst3
ustø	3ste
usunn	3s3n
usynlig	3sinli
usynlige	3sinli3
usynligere	3sinlir3
usynligst	3sinlikst
usynligste	3sinlikst3
usystematisk	3sist3motisk
ut	3t
utakknemlig	3toknEmli
utakknemlige	3toknEmli3
utakknemligere	3toknEmlir3
utakknemligst	3toknEmlikst
utakknemligste	3toknEmlikst3
utallig	3toli
utallige	3toli3
utalligere	3tolir3
utalligst	3tolikst
utalligste	3tolikst3
utbasunere	3tboS3ner3
utbedre	3tbedr3
utbrent	3tbrEnt
utbryte	3tbrit3
utbytte	3tbit3
utdanne	3tdon3
utdannelse	3tdonEls3
utdanning	3tdoniN
utdype	3tdip3
utdødd	3tdEd
ute	3t3
utebli	3t3bli
utelate	3t3lot3
utelukke	3t3luk3
uten	3t3n 3tn
utendørs	3t3neS
utenfor	3t3nfor
utenforstående	3t3nfoSto3n3
utenlandsk	3t3nlonsk
utenlandssamtale	3t3nlonsomtol3
utenom	3t3num
utenpå	3t3npo
utenriks	3t3nriks
utenriksfly	3t3nriksfli
utflukt	3tfl3kt
utfolde	3tfol3
utfordre	3tfodr3
utfordrende	3tfodr3n3
utfordring	3tfodriN
utfore	3tfer3
utforske	3tfoSk3
utføre	3tfer3
utførlig	3tfeLi
utførlige	3tfeLi3
utførligere	3tfeLir3
utførligst	3tfeLikst
utførligste	3tfeLikst3
utgang	3tgoN
utgave	3tgov3
utgi	3tyi
utgift	3tyift
utgjøre	3tyer3
utheve	3thev3
utholdende	3thol3n3
utilgivelig	3tilyiv3li
utilgivelige	3tilyiv3li3
utilgiveligere	3tilyiv3lir3
utilgiveligst	3tilyiv3likst
utilgiveligste	3tilyiv3likst3
utilrådelig	3tilrodli
utilstrekkelig	3tilstrEk3li
utilstrekkelige	3tilstrEk3li3
utilstrekkeligere	3tilstrEk3lir3
utilstrekkeligst	3tilstrEk3likst
utilstrekkeligste	3tilstrEk3likst3
utkast	3tkost
utkjørt	3tSet
utland	3tlon
utlending	3tlEniN
utløpe	3tlep3
utløse	3tles3
utløser	3tles3r
utmerke	3tmErk3
utmerket	3tmErk3t
utnytte	3tnit3
utopisk	3tupisk
utpreget	3tpreg3t
utrede	3tred3
utreise	3trEis3
utrette	3trEt3
utrivelig	3triv3li
utrivelige	3triv3li3
utriveligere	3triv3lir3
utriveligst	3triv3likst
utriveligste	3triv3likst3
utrolig	3truli
utrolige	3truli3
utroligere	3trulir3
utroligst	3trulikst
utroligste	3trulikst3
utrydde	3trid3
utrygg	3trig
utsalg	3tsolg
utseende	3tse3n3
utsette	3tsEt3
utsikt	3tsikt
utsiktspunkt	3tsiktsp3Nt
utslett	3tSLEt
utslette	3tSLEt3
utspekulert	3tsp3k3let
utstilling	3tstiliN
utstillingsgjenstand	3tstiliNsyEnston
utstillingsvindu	3tstiliNsvin3
utstrakt	3tstrokt
utstyre	3tstir3
utstå	3tsto
utstøte	3tstet3
utsøkt	3tsekt
uttale	3tol3
uttrykk	3trik
uttrykke	3trik3
uttrykkelig	utrik3li
uttrykksløs	3triksles
uttømmende	3tEm3n3
utuktig	3t3kti
utuktige	3t3kti3
utuktigere	3t3ktir3
utuktigst	3t3ktikst
utuktigste	3t3ktikst3
utvalg	3tvolg
utvandre	3tvondr3
utveksle	3tvEkSL3
utvetydig	3tvEtidi
utvetydige	3tvEtidi3
utvetydigere	3tvEtidir3
utvetydigst	3tvEtidikst
utvetydigste	3tvEtidikst3
utvide	3tvid3
utvikle	3tvikl3
utvikling	3tvikliN
utvilsom	3tvilsom
utvise	3tvis3
utvortes	3tvut3s
utvungen	3tvuN3n
utydelig	3tid3li
utydelige	3tid3li3
utydeligere	3tid3lir3
utydeligst	3tid3likst
utydeligste	3tid3likst3
utålelig	3tol3li
utålelige	3tol3li3
utåleligere	3tol3lir3
utåleligst	3tol3likst
utåleligste	3tol3likst3
utålmodig	3tolmudi
utålmodige	3tolmudi3
utålmodigere	3tolmudir3
utålmodigst	3tolmudikst
utålmodigste	3tolmudikst3
utøve	3tev3
uunngåelig	33ngo3li
uunngåelige	33ngo3li3
uunngåeligere	33ngo3lir3
uunngåeligst	33ngo3likst
uunngåeligste	33ngo3likst3
uunnværlig	33nvELi
uunnværlige	33nvELi3
uunnværligere	33nvELir3
uunnværligst	33nvELikst
uunnværligste	33nvELikst3
uutgrunnelig	33tgr3n3li
uutgrunnelige	33tgr3n3li3
uutgrunneligere	33tgr3n3lir3
uutgrunneligst	33tgr3n3likst
uutgrunneligste	33tgr3n3likst3
uutholdelig	33thold3li
uutholdelige	33thold3li3
uutholdeligere	33thold3lir3
uutholdeligst	33thold3likst
uutholdeligste	33thold3likst3
uutslettelig	33tSLEt3li
uutslettelige	33tSLEt3li3
uutsletteligere	33tSLEt3lir3
uutsletteligst	33tSLEt3likst
uutsletteligste	33tSLEt3likst3
uvanlig	3vonli
uvanlige	3vonli3
uvanligere	3vonlir3
uvanligst	3vonlikst
uvanligste	3vonlikst3
uvant	3vont
uvedkommende	3vedkom3n3
uvel	3vEl
uvelkommen	3v3lkom3n
uvenn	3vEn
uventa	3vEnt3t
uventet	3vEnt3t
uverdig	3vEdi
uverdige	3vEdi3
uverdigere	3vEdir3
uverdigst	3vEdikst
uverdigste	3vEdikst3
uvesentlig	3ves3ntli
uvesentlige	3ves3ntli3
uvesentligere	3ves3ntlir3
uvesentligst	3ves3ntlikst
uvesentligste	3ves3ntlikst3
uvettig	3vEti
uvettige	3vEti3
uvettigere	3vEtir3
uvettigst	3vEtikst
uvettigste	3vEtikst3
uviktig	3vikti
uvilkårlig	3vilkoLi
uvilkårlige	3vilkoLi3
uvilkårligere	3vilkoLir3
uvilkårligst	3vilkoLikst
uvilkårligste	3vilkoLikst3
uvillig	3vili
uvillige	3vili3
uvilligere	3vilir3
uvilligst	3vilikst
uvilligste	3vilikst3
uviss	3vis
uvitende	3vit3n3
uvurderlig	3v3deLi
uvurderlige	3v3deLi3
uvurderligere	3v3deLir3
uvurderligst	3v3deLikst
uvurderligste	3v3deLikst3
uærlig	3ELi
uærlige	3ELi3
uærligere	3ELir3
uærligst	3ELikst
uærligste	3ELikst3
vade	vod3
vag	vog
vagge	vog3
vaie	voy3
vake	vok3
vaken	vok3n
vakker	vok3r
vakle	vokl3
vaklevoren	vokl3vur3n
vaksinasjon	voksinoSun
vaksinasjonsattest	voksinoSunsotEst
vaksinere	voksiner3
vakt	vokt
vaktskifte	voktSift3
valen	voln vol3n
valene	voln3
valfarte	volfot3
valg	volg
valgfri	volgfri
valgte	volkt3 volt3
valp	volp
valse	vols3
valuta	vol3to
vandalisere	vonoliser3
vandel	vond3l
vandre	vondr3
vandresti	vondr3sti
vanhellige	vonhEli3
vanilje	vonily3
vanke	voNk3
vanlig	vonli
vanlige	vonli3
vanligere	vonlir3
vanligst	vonlikst
vanligste	vonlikst3
vanmakt	vonmokt
vann	von
vanne	von3
vannfarge	vonforg3 vomforg3
vannforbruk	vonforbr3k
vannkanne	vonkon3
vannkran	vonkron
vannmelon	vonmElun
vannmerke	vonmErk3 vomErk3
vannrett	vonrEt
vannski	vonSi
vannskylling	vonSiliN
vanntett	vontEt
vansire	vonsir3
vanskapt	vonskopt
vanskelig	vonsk3li
vanskelige	vonsk3li3
vanskeligere	vonsk3lir3
vanskeligst	vonsk3likst
vanskeligste	vonsk3likst3
vanskjøtte	vonSEt3
vansmekte	vonsmEkt3
vant	vont
vante	vont3
vantrives	vontriv3s
vantro	vontru
vanvittig	vonviti
vanvittige	vonviti3
vanvittigere	vonvitir3
vanvittigst	vonvitikst
vanvittigste	vonvitikst3
vanære	vonEr3
var	vor
varde	vod3
vare	vor3
varehus	vor3h3s
varetektsfengsel	vor3tEktsfENs3l
variabel	voriob3l
variere	vorier3
variete	voriEte
varig	vori
varige	vori3
varigere	vorir3
varigst	vorikst
varigste	vorikst3
varm	vorm
varme	vorm3
varmebølge	vorm3bElg3
varmt	vormt
varmt vann	vormtvon
varsellys	voSElis
varsku	voSk3
varsle	voSL3
varsom	voSom
varte	vot3
vase	vos3
vask	vosk3n
vaske	vosk3
vaskemiddel	vosk3mid3l
vaskeri	vosk3ri
vaskerom	vosk3rum
vaskeservant	vosk3sErvont
vasse	vos3
vassen	vos3n
vasstrukken	vostruk3n
vatt	vot
ved	ve ved
ved hjelp av	vEyElpov
ved siden av	vEsid3nov
vedde	vEd3
vedgå	vedgo
vedkjenne	vedSEn3
vedkomme	vedkom3
vedlikeholde	vedlik3hol3
vedrøre	vedrer3
vedstå	vedsto
vedta	veto
vedvare	vedvor3
veg	vEi
vegetabilsk	v3g3tobilsk
vegetarisk	vEgEtorisk
vegg	vEg
vegre	vegr3
vei	vEi
veik	vEik
veikart	vEikot
veikro	vEikru
veilede	vEiled3
veiskilt	vEivis3r
veive	vEiv3
vekk	vEk
vekke	vEk3
veksle	vEkSL3
vekslepenger	vEkSL3pEN3r
veksling	vEkSLiN
vekt	vEkt
vektig	vEkti
vektige	vEkti3
vektigere	vEktir3
vektigst	vEktikst
vektigste	vEktikst3
vel	vEl
veldedig	v3ldedi
veldedige	v3ldedi3
veldedigere	v3ldedir3
veldedigst	v3ldedikst
veldedigste	v3ldedikst3
veldig	vEldi
veldige	vEldi3
veldigere	vEldir3
veldigst	vEldikst
veldigste	vEldikst3
velge	vElg3
velge ut	vElg33t
velkjent	vElSEnt
velkledd	vElklEd
velkommen	vElkom3n
vellykka	vEliko
vellykket	vElik3t
veloppdragen	vElopdrog3n
veloverveid	vElov3rvEid
velprøvd	vElprEvd
velsigne	v3lsiNn3
velsmakende	vElsmok3n3
velstelt	vElstElt
velstående	vElsto3n3
veltalende	vEltol3n3
velte	vElt3
velvalgt	vElvolkt
velvillig	v3lvili
velvillige	v3lvili3
velvilligere	v3lvilir3
velvilligst	v3lvilikst
velvilligste	v3lvilikst3
vemmelig	vEm3li
vemmelige	vEm3li3
vemmeligere	vEm3lir3
vemmeligst	vEm3likst
vemmeligste	vEm3likst3
vemmes	vEm3s
vemodig	v3mudi
vemodige	v3mudi3
vemodigere	v3mudir3
vemodigst	v3mudikst
vemodigste	v3mudikst3
ven	ven
vende	vEn3
venn	vEn
venninne	vEnin3
vennlig	vEnli
vennlige	vEnli3
vennligere	vEnlir3
vennligst	vEnlikst
vennligste	vEnlikst3
vennskap	vEnskop
vennskapelig	v3nskop3li
vennskapelige	v3nskop3li3
vennskapeligere	v3nskop3lir3
vennskapeligst	v3nskop3likst
vennskapeligste	v3nskop3likst3
venstre	vEnstr3
vente	vEnt3
venterom	vEnt3rum
ventilere	v3ntiler3
veps	vEps
veranda	vErondo
verb	vErb
verbal	vErbol
verd	vEd
verden	vEdn vEd3n
verdensmester	vEdnsmEst3r
verdi	vEdi
verdiangivelse	vEdionyivEls3
verdifull	vEdif3l
verdig	vEdi
verdige	vEdi3
verdigere	vEdir3
verdigst	vEdikst
verdigste	vEdikst3
verdiløs	vEdiles
verdisaker	vEdisok3r
verdsette	vEdsEt3
verdslig	vEdsli
verdslige	vEdsli3
verdsligere	vEdslir3
verdsligst	vEdslikst
verdsligste	vEdslikst3
verdt	vEt
verge	vErg3
verifisere	vErifiser3
verk	vErk
verke	vErk3
verksted	vErkste
verktøy	vErktEy
vern	vEn
verne	vEn3
verpe	vErp3
vers	vES
versere	vESer3
versjon	vESun
vert	vEt
vertikal	vEtikol
vertinne	vEtin3
vertshus	vEtsh3s
verve	vErv3
vesentlig	ves3ntli
vesentlige	ves3ntli3
vesentligere	ves3ntlir3
vesentligst	ves3ntlikst
vesentligste	ves3ntlikst3
veske	vEsk3
vesle	vESL3
vesper	vEsp3r
vest	vEst
vestlig	vEstli
vestlige	vEstli3
vestligere	vEstlir3
vestligst	vEstlikst
vestligste	vEstlikst3
veterinær	v3trinEr
vett	vEt
vettskremt	vEtskrEmt
veve	vev3
vi	vi
vibrere	vibrer3
vid	vi
videofilm	vidEufilm
videokassett	vidEukosEt
videospiller	vidEuspil3r
vidkun	vidk3n
vidstrakt	vidstrokt
vidsynt	vidsint
vidunderlig	vid3n3Li
vidunderlige	vid3n3Li3
vidunderligere	vid3n3Lir3
vidunderligst	vid3n3Likst
vidunderligste	vid3n3Likst3
vie	vi3
vifte	vift3
vik	vik
vika	viko
vikariere	vikorier3
vikene	vikn3
viker	vik3r
vikle	vikl3
viktig	vikti
viktige	vikti3
viktigere	viktir3
viktigst	viktikst
viktigste	viktikst3
vilkårlig	vilkoLi
vilkårlige	vilkoLi3
vilkårligere	vilkoLir3
vilkårligst	vilkoLikst
vilkårligste	vilkoLikst3
vill	vil
villa	vilo
ville	vil3
ville gjerne	vil3yEn3
villede	viled3
villig	vili
villige	vili3
villigere	vilir3
villigst	vilikst
villigste	vilikst3
vilter	vilt3r
vimsete	vims3t3
vin	vin
vind	vin
vindretning	vinrEtniN
vindrue	vindr33
vindstille	vinstil3
vindstyrke	vinstirk3
vindu	vin3
vindusvisker	vin3svisk3r
vinge	viN3
vinglete	viNl3t3
vinke	viNk3
vinker	viNk3r
vinne	vin3
vinter	vint3r
vinterdekk	vint3dEk
vinterhage	vint3rhog3
vinterlig	vint3Li
vinterlige	vint3Li3
vinterligere	vint3Lir3
vinterligst	vint3Likst
vinterligste	vint3Likst3
vippe	vip3
viril	viril
virke	virk3
virkedag	virk3dog
virkelig	virk3li
virkelige	virk3li3
virkeligere	virk3lir3
virkeligst	virk3likst
virkeligste	virk3likst3
virkningsfull	virkniNsf3l
virksom	virksom
virksomhet	virksomhet
virre	vir3
virus	vir3s
virvle	virvl3
vis	vis
vise	vis3
visittid	visiti
visjonær	viSunEr
viske	visk3
visne	visn3
vispe	visp3
vissen	vis3n
vist	vist
viste	vist3
visuell	vis3El
visum	vis3m
vital	vitol
vite	vit3
vitebegjærlig	vit3b3yELi
vitebegjærlige	vit3b3yELi3
vitebegjærligere	vit3b3yELir3
vitebegjærligst	vit3b3yELikst
vitebegjærligste	vit3b3yELikst3
vitenskap	vitnskop vit3nskop
vitne	vitn3
vits	vits
vittig	viti
vittige	viti3
vittigere	vitir3
vittighet	vitihet
vittigst	vitikst
vittigste	vitikst3
vodka	vodko
vognnummer	voNnum3r
vokal	vukol
voks	voks
vokse	voks3
voksen	voks3n
vokslys	vokslis
voksne	voksn3
vokstavle	vokstovl3
vokte	vokt3
vold	vol
volde	vol3
voldelig	vold3li
voldelige	vold3li3
voldeligere	vold3lir3
voldeligst	vold3likst
voldeligste	vold3likst3
voldsom	volsom
voldta	volto
voldtekt	volt3kt
vond	vun
vordende	vod3n3
votere	vuter3
vott	vot
vrake	vrok3
vrakt	vrokt
vrakte	vrokt3
vralte	vrolt3
vrang	vroN
vrenge	vrEN3
vri	vri
vrien	vri3n
vrikke	vrik3
vrimle	vriml3
vrinske	vrinsk3
vræle	vrEl3
vrøvl	vrEvl
vrøvle	vrEvl3
vugge	v3g3
vulgær	v3lgEr
vulkan	v3lkon
vulkansk	v3lkonsk
vurdere	v3der3
vågal	vogol
våge	vog3
våken	vok3n
våkne	vokn3
våpen	vop3n vopn
vår	vor
vårdag	vodog
vårlig	vor
vårluft	voL3ft
vårnatt	vonot
vårsol	voSuL
vårtegn	votEyn
våse	vos3
våt	vot
vått	vot
væpne	vEpn3
vær	vEr
være	vEr3
være for	ovEr3for
være mot	ovEr3mut
være til overs	vEr3tilov3S
værelse	vErEls3
værmelding	vEmEliN
væromslag	vEromSLog
væske	vEsk3
væte	vet3
watt	vot
ydmyk	idmik
ydmyke	idmik3
ymse	ims3
ymte	imt3
ynde	ind3
yndig	ini
yndige	ini3
yndigere	inir3
yndigst	inikst
yndigste	inikst3
yndling	inliN
yngle	iNl3
yngre	iNr3
ynkelig	iNk3li
ynkelige	iNk3li3
ynkeligere	iNk3lir3
ynkeligst	iNk3likst
ynkeligste	iNk3likst3
yoga	yogo
yppe	ip3
ypperlig	ip3Li
ypperlige	ip3Li3
ypperligere	ip3Lir3
ypperligst	ip3Likst
ypperligste	ip3Likst3
ypperst	ip3St
yppig	ipi
yppige	ipi3
yppigere	ipir3
yppigst	ipikst
yppigste	ipikst3
yr	ir
yre	ir3
yrke	irk3
yste	ist3
ytre	itr3
ytterligere	it3Li3r3
yttertak	it3tok
zaire	soir3
zappe	sop3
å	o
åker	ok3r
ål	ol
åle	ol3
ålen	oon
åler	ol3r
ånd	on
ånde	on3
åndelig	on3li
åndelige	on3li3
åndeligere	on3lir3
åndeligst	on3likst
åndeligste	on3likst3
åndsfraværende	onsfrovEr3n3
åndsnærværende	onsnErvEr3n3
åndsverk	onsvErk
åpen	op3n
åpenbar	op3nbor
åpenbare	op3nbor3
åpenhjertig	op3nyEti
åpenhjertige	op3nyEti3
åpenhjertigere	op3nyEtir3
åpenhjertigst	op3nyEtikst
åpenhjertigste	op3nyEtikst3
åpenlys	op3nlis
åpne	opn3
åpner	opn3r
åpnet	opn3t
åpningstider	opniNstid3r
år	or
åre	or3
årlig	oLi
årlige	oLi3
årligere	oLir3
årligst	oLikst
årligste	oLikst3
årsak	oSok
årstid	oSti
årvåken	orvok3n
åtte	ot3
ære	Er3
ærekrenke	Er3krENk3
ærlig	ELi
ærlige	ELi3
ærligere	ELir3
ærligst	ELikst
ærligste	ELikst3
ærverdig	ErvEdi
ærverdige	ErvEdi3
ærverdigere	ErvEdir3
ærverdigst	ErvEdikst
ærverdigste	ErvEdikst3
én	en
øde	ed3
ødelagt	ed3lokt
ødelegge	ed3lEi3
ødsle	Etsl3
øke	ek3
økologisk	Ekulogisk
økonomi	Ekunumi
økonomisk	Ekunumisk
øl	El
øm	Em
ømfintlig	Emfintli
ømfintlige	Emfintli3
ømfintligere	Emfintlir3
ømfintligst	Emfintlikst
ømfintligste	Emfintlikst3
ønske	Ensk3
ønskelig	Ensk3li
